,Date,Lead.Contract,CL0,CL1,CL2,CL3,CL0.value,CL1.value,CL2.value,CL3.value
759,20100920,PLV10.b01,PLV10.b01,PLF11.b01,PLJ11.b01,PLN11.b01,1632.5,NA,NA,NA
760,20100921,PLV10.b01,PLV10.b01,PLF11.b01,PLJ11.b01,PLN11.b01,1611.3,NA,NA,NA
761,20100922,PLV10.b01,PLV10.b01,PLF11.b01,PLJ11.b01,PLN11.b01,1634.7,NA,NA,NA
762,20100923,PLV10.b01,PLV10.b01,PLF11.b01,PLJ11.b01,PLN11.b01,1645.7,NA,NA,NA
763,20100924,PLV10.b01,PLV10.b01,PLF11.b01,PLJ11.b01,PLN11.b01,1640.9,NA,NA,NA
764,20100927,PLV10.b01,PLV10.b01,PLF11.b01,PLJ11.b01,PLN11.b01,1631,NA,NA,NA
765,20100928,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1641.6,NA,NA,NA
766,20100929,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1656.9,NA,NA,NA
767,20100930,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1659,NA,NA,NA
768,20101001,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1683.9,NA,NA,NA
769,20101004,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1671,NA,NA,NA
770,20101005,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1702.5,NA,NA,NA
771,20101006,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1711.8,NA,NA,NA
772,20101007,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1704.8,NA,NA,NA
773,20101008,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1709.7,NA,NA,NA
774,20101011,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1690.5,NA,NA,NA
775,20101012,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1681.6,NA,NA,NA
776,20101013,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1709.6,NA,NA,NA
777,20101014,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1711,NA,NA,NA
778,20101015,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1695,NA,NA,NA
779,20101018,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1698,NA,NA,NA
780,20101019,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1679,NA,NA,NA
781,20101020,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1687.8,NA,NA,NA
782,20101021,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1670.4,NA,NA,NA
783,20101022,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1674.7,NA,NA,NA
784,20101025,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1697.3,NA,NA,NA
785,20101026,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1706,NA,NA,NA
786,20101027,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1677.8,NA,NA,NA
787,20101028,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1691.7,NA,NA,NA
788,20101029,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1704.5,NA,NA,NA
789,20101101,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1711.6,NA,NA,NA
790,20101102,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1721.1,NA,NA,NA
791,20101103,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1696.5,NA,NA,NA
792,20101104,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1757,NA,NA,NA
793,20101105,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1770.2,NA,NA,NA
794,20101108,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1770.5,NA,NA,NA
795,20101109,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1810.3,NA,NA,NA
796,20101110,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1738,NA,NA,NA
797,20101111,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1746.2,NA,NA,NA
798,20101112,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1686,NA,NA,NA
799,20101115,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1684.5,NA,NA,NA
800,20101116,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1644.3,NA,NA,NA
801,20101117,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1640,NA,NA,NA
802,20101118,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1663.3,NA,NA,NA
803,20101119,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1670.5,NA,NA,NA
804,20101122,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1654.8,NA,NA,NA
805,20101123,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1659.1,NA,NA,NA
806,20101124,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1658,NA,NA,NA
807,20101125,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1661.3,NA,NA,NA
808,20101126,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1646.5,NA,NA,NA
809,20101129,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1644.4,NA,NA,NA
810,20101130,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1666,NA,NA,NA
811,20101201,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1684.7,NA,NA,NA
812,20101202,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1714.1,NA,NA,NA
813,20101203,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1728,NA,NA,NA
814,20101206,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1714.3,NA,NA,NA
815,20101207,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1703.7,NA,NA,NA
816,20101208,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1681.6,NA,NA,NA
817,20101209,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1679,NA,NA,NA
818,20101210,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1672.6,NA,NA,NA
819,20101213,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1697,NA,NA,NA
820,20101214,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1715.5,NA,NA,NA
821,20101215,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1707.2,NA,NA,NA
822,20101216,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1698.9,NA,NA,NA
823,20101217,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1699.7,NA,NA,NA
824,20101220,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1709.7,NA,NA,NA
825,20101221,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1722,NA,NA,NA
826,20101222,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1731.8,NA,NA,NA
827,20101223,PLF11.b01,PLF11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,1717.8,NA,NA,NA
828,20101227,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1741.1,NA,NA,NA
829,20101228,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1757.5,NA,NA,NA
830,20101229,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1761,NA,NA,NA
831,20101230,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1749.2,NA,NA,NA
832,20101231,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1779.8,NA,NA,NA
833,20110103,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1786.5,NA,NA,NA
834,20110104,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1745.5,NA,NA,NA
835,20110105,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1732.8,NA,NA,NA
836,20110106,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1734.8,NA,NA,NA
837,20110107,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1737.7,NA,NA,NA
838,20110110,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1745,NA,NA,NA
839,20110111,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1770.1,NA,NA,NA
840,20110112,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1804.5,NA,NA,NA
841,20110113,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1820.5,NA,NA,NA
842,20110114,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1817.7,NA,NA,NA
843,20110117,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1810.5,NA,NA,NA
844,20110118,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1829.7,NA,NA,NA
845,20110119,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1838.4,NA,NA,NA
846,20110120,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1819,NA,NA,NA
847,20110121,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1824,NA,NA,NA
848,20110124,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1819.4,NA,NA,NA
849,20110125,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1786.4,NA,NA,NA
850,20110126,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1795.2,NA,NA,NA
851,20110127,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1803.4,NA,NA,NA
852,20110128,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1806.2,NA,NA,NA
853,20110131,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1801,NA,NA,NA
854,20110201,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1832.3,NA,NA,NA
855,20110202,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1828.7,NA,NA,NA
856,20110203,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1843.9,NA,NA,NA
857,20110204,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1846,NA,NA,NA
858,20110207,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1844,NA,NA,NA
859,20110208,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1861.6,NA,NA,NA
860,20110209,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1859.8,NA,NA,NA
861,20110210,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1830.8,NA,NA,NA
862,20110211,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1812.5,NA,NA,NA
863,20110214,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1827,NA,NA,NA
864,20110215,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1831,NA,NA,NA
865,20110216,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1833.6,NA,NA,NA
866,20110217,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1843.4,NA,NA,NA
867,20110218,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1842,NA,NA,NA
868,20110221,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1854,NA,NA,NA
869,20110222,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1786,NA,NA,NA
870,20110223,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1777.5,NA,NA,NA
871,20110224,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1787.1,NA,NA,NA
872,20110225,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1805.4,NA,NA,NA
873,20110228,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1808.1,NA,NA,NA
874,20110301,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1844,NA,NA,NA
875,20110302,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1860.7,NA,NA,NA
876,20110303,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1830.4,NA,NA,NA
877,20110304,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1839.1,NA,NA,NA
878,20110307,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1820,NA,NA,NA
879,20110308,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1805.6,NA,NA,NA
880,20110309,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1798.3,NA,NA,NA
881,20110310,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1764.6,NA,NA,NA
882,20110311,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1780.6,NA,NA,NA
883,20110314,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1752,NA,NA,NA
884,20110315,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1704.6,NA,NA,NA
885,20110316,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1701.1,NA,NA,NA
886,20110317,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1707.1,NA,NA,NA
887,20110318,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1722.9,NA,NA,NA
888,20110321,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1746,NA,NA,NA
889,20110322,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1738.9,NA,NA,NA
890,20110323,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1759.6,NA,NA,NA
891,20110324,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1758.1,NA,NA,NA
892,20110325,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1745,NA,NA,NA
893,20110328,PLJ11.b01,PLJ11.b01,PLN11.b01,PLV11.b01,PLF12.b01,1749.3,NA,NA,NA
894,20110329,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1743.5,NA,NA,NA
895,20110330,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1775.3,NA,NA,NA
896,20110331,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1778.9,NA,NA,NA
897,20110401,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1776.9,NA,NA,NA
898,20110404,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1786.8,NA,NA,NA
899,20110405,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1796.3,NA,NA,NA
900,20110406,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1797.3,NA,NA,NA
901,20110407,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1790.3,NA,NA,NA
902,20110408,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1811.5,NA,NA,NA
903,20110411,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1793,NA,NA,NA
904,20110412,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1774.2,NA,NA,NA
905,20110413,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1778.4,NA,NA,NA
906,20110414,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1795.3,NA,NA,NA
907,20110415,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1794,NA,NA,NA
908,20110418,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1781.7,NA,NA,NA
909,20110419,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1771.2,NA,NA,NA
910,20110420,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1804,NA,NA,NA
911,20110421,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1820.3,NA,NA,NA
912,20110425,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1826.6,NA,NA,NA
913,20110426,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1804.3,NA,NA,NA
914,20110427,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1820,NA,NA,NA
915,20110428,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1841.5,NA,NA,NA
916,20110429,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1866.9,NA,NA,NA
917,20110502,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1874.9,NA,NA,NA
918,20110503,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1859.2,NA,NA,NA
919,20110504,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1825.6,NA,NA,NA
920,20110505,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1776,NA,NA,NA
921,20110506,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1787.7,NA,NA,NA
922,20110509,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1795.3,NA,NA,NA
923,20110510,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1802.3,NA,NA,NA
924,20110511,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1777.2,NA,NA,NA
925,20110512,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1770.8,NA,NA,NA
926,20110513,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1769.6,NA,NA,NA
927,20110516,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1760.8,NA,NA,NA
928,20110517,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1761.8,NA,NA,NA
929,20110518,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1777.2,NA,NA,NA
930,20110519,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1766.5,NA,NA,NA
931,20110520,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1770.6,NA,NA,NA
932,20110523,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1755.3,NA,NA,NA
933,20110524,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1762.5,NA,NA,NA
934,20110525,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1781.7,NA,NA,NA
935,20110526,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1779.3,NA,NA,NA
936,20110527,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1800,NA,NA,NA
937,20110530,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1803.6,NA,NA,NA
938,20110531,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1829.6,NA,NA,NA
939,20110601,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1826.2,NA,NA,NA
940,20110602,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1817.7,NA,NA,NA
941,20110603,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1826.5,NA,NA,NA
942,20110606,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1818,NA,NA,NA
943,20110607,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1831.1,NA,NA,NA
944,20110608,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1830.3,NA,NA,NA
945,20110609,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1845,NA,NA,NA
946,20110610,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1832.1,NA,NA,NA
947,20110613,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1807,NA,NA,NA
948,20110614,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1794.4,NA,NA,NA
949,20110615,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1772.9,NA,NA,NA
950,20110616,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1762.5,NA,NA,NA
951,20110617,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1752,NA,NA,NA
952,20110620,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1730.7,NA,NA,NA
953,20110621,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1746.9,NA,NA,NA
954,20110622,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1751.8,NA,NA,NA
955,20110623,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1695.2,NA,NA,NA
956,20110624,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1677.4,NA,NA,NA
957,20110627,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1672.6,NA,NA,NA
958,20110628,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1691.2,NA,NA,NA
959,20110629,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1722.8,NA,NA,NA
960,20110630,PLN11.b01,PLN11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,1726.3,NA,NA,NA
961,20110701,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1717,NA,NA,NA
962,20110704,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1726.3,NA,NA,NA
963,20110705,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1741.3,NA,NA,NA
964,20110706,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1732.2,NA,NA,NA
965,20110707,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1744.5,NA,NA,NA
966,20110708,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1734,NA,NA,NA
967,20110711,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1728.7,NA,NA,NA
968,20110712,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1736,NA,NA,NA
969,20110713,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1767.1,NA,NA,NA
970,20110714,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1771.6,NA,NA,NA
971,20110715,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1755,NA,NA,NA
972,20110718,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1774.4,NA,NA,NA
973,20110719,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1776.6,NA,NA,NA
974,20110720,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1777,NA,NA,NA
975,20110721,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1788,NA,NA,NA
976,20110722,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1798.5,NA,NA,NA
977,20110725,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1794.7,NA,NA,NA
978,20110726,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1807,NA,NA,NA
979,20110727,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1809.3,NA,NA,NA
980,20110728,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1790.4,NA,NA,NA
981,20110729,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1786.4,NA,NA,NA
982,20110801,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1796,NA,NA,NA
983,20110802,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1794,NA,NA,NA
984,20110803,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1783.8,NA,NA,NA
985,20110804,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1724.5,NA,NA,NA
986,20110805,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1720.4,NA,NA,NA
987,20110808,PLV11.b01,PLV11.b01,PLF12.b01,PLJ12.b01,PLN12.b01,1723.6,NA,NA,NA
