,Date,Lead.Contract,CL0,CL1,CL2,CL3,CL4,CL5,CL0.value,CL1.value,CL2.value,CL3.value,CL4.value,CL5.value
13,19900118,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5835,0.561,0.546,0.5345,0.526,0.534
14,19900119,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5985,0.5705,0.55,0.5365,0.5331,0.537
15,19900122,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5855,0.56,0.5425,0.528,0.524,0.527
16,19900123,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5685,0.5495,0.536,0.525,0.524,0.5285
17,19900124,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.572,0.553,0.5365,0.5245,0.52,0.524
18,19900125,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.572,0.5495,0.5315,0.515,0.515,0.522
19,19900126,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5785,0.556,0.54,0.527,0.5225,0.526
20,19900129,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5875,0.562,0.543,0.53,0.529,0.5325
21,19900130,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.585,0.564,0.547,0.5355,0.533,0.5345
22,19900131,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5745,0.558,0.5435,0.531,0.529,0.5337
23,19900201,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5695,0.5575,0.543,0.53,0.532,0.5345
24,19900202,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.582,0.5675,0.553,0.54,0.5385,0.544
25,19900205,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5635,0.55,0.538,0.53,0.5285,0.536
26,19900206,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.563,0.551,0.5375,0.529,0.5285,0.536
27,19900207,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.556,0.5465,0.535,0.525,0.525,0.53
