"","AAPL","AXP","BA","CAT","CSCO","CVX","KO","DWDP","XOM","GS","HD","IBM","INTC","JNJ","JPM","MCD","MMM","MRK","MSFT","NKE","PFE","PG","TRV","UNH","UTX","V","VZ","WMT","DIS","WBA","GE","T","BAC","NKE.1","AA","BAC.1","C","MO","IP","GT","SHLD","HPQ"
"1999-03-24",1.203125,34.173172,34.3125,22.96875,26.109375,42.75,32.6875,30.458334,35.46875,NA,40.083332,84.75,29.8125,45.34375,52.916668,43,35.6875,82.375,42.8125,7.046875,46.041668,47.6875,31.625,6.570313,32.140625,NA,47.158237,44.5,32.72929,27.875,35.583332,49.625,34.0625,7.046875,49.261501,34.0625,300.625,40.875,44.008877,51.375,NA,15.284401
"1999-03-25",1.207589,35.741417,34.625,23.71875,26.859375,43.46875,32.9375,31.041666,35.71875,NA,42.416668,85.65625,29.484375,46,54.333332,44.1875,35.4375,82.5625,44.984375,7.109375,45.916668,50.25,32.125,6.59375,32.703125,NA,46.989613,45.9375,32.9142,30,36.166668,48.625,34.9375,7.109375,50.55912,34.9375,315,40.5,44.686882,51.875,NA,15.355359
"1999-03-26",1.1875,35.230824,34.8125,23.40625,26.296875,43.40625,32.65625,30.333334,35.78125,NA,42.5,86.1875,29.171875,45.65625,53.666668,44.375,35.15625,80.375,44.53125,7.101563,45,49.625,32.0625,6.546875,33,NA,46.258915,45.78125,32.482742,29.875,35.9375,47.5,34.9375,7.101563,48.444481,34.9375,316.875,40.0625,43.639053,49.6875,NA,15.596617
"1999-03-29",1.263393,35.978477,34.75,23.625,27.5,44.8125,32.40625,31.5625,36.5,NA,42.75,88.9375,30.390625,46.96875,54.833332,45.5,35.65625,81.75,46.1875,7.070313,47,50.5625,32.8125,6.46875,33.609375,NA,47.102028,47.5,32.606014,29.375,37.333332,48.3125,35.6875,7.070313,49.88628,35.6875,320.625,41.1875,43.577415,50.0625,NA,15.809491
"1999-03-30",1.28125,35.44965,34,23.46875,27.484375,44.5,31.625,31.604166,35.65625,NA,42.333332,89.28125,30.390625,46.53125,54.625,45,35.125,82.25,46.5,7.164063,47.395832,50.09375,32.125,6.507813,33.90625,NA,47.326859,47.5,32.359467,28.8125,37.770832,46.5,35.5,7.164063,48.5406,35.5,320.625,37.75,41.728302,49.0625,NA,15.667575
"1999-03-31",1.283482,34.355526,34,22.96875,27.390625,44.375,30.6875,31.0625,35.28125,NA,41.5,88.625,29.71875,46.75,54.25,45.3125,35.375,80.125,44.8125,7.210938,46.25,48.96875,31.0625,6.578125,33.859375,NA,46.483746,46.09375,30.695267,28.25,36.875,47.1875,35.3125,7.210938,49.405682,35.3125,319.375,35.1875,41.60503,49.8125,NA,15.397934
"1999-04-01",1.287946,35.303768,33.9375,23.46875,27.484375,43.40625,30.46875,31.333334,35.0625,NA,41.041668,88.5,30.21875,47.0625,52.916668,45.625,36.375,79.9375,46.34375,7.023438,46.520832,49.21875,31.875,6.59375,33.546875,NA,46.539951,46.625,31.065088,27.9375,37.208332,49.75,34.5,7.023438,48.732841,34.5,323.4375,34.5625,42.899406,51.875,NA,15.412126
"1999-04-05",1.323661,36.59848,34.3125,24.53125,28.609375,45.3125,30.25,31.395834,36.09375,NA,42.041668,91.96875,31.875,47.4375,52.5,46.375,36.5,78.1875,47.46875,7.296875,47.458332,50.4375,32.125,6.648438,34,NA,46.652367,47.6875,31.065088,26.4375,38.208332,50.8125,35.8125,7.296875,48.636719,35.8125,332.5,35.125,42.899406,52.0625,NA,16.221048
"1999-04-06",1.357143,35.960243,34.375,24.1875,28.8125,44.78125,29.90625,31.479166,36.34375,NA,41.5,91.5,32.609375,47.125,52.833332,46.0625,35.96875,78.0625,47.03125,7.375,46.729168,50.3125,31.25,6.3125,33.84375,NA,47.326859,47.84375,30.202169,26.5,37.770832,50.625,34.8125,7.375,49.309559,34.8125,335,34.75,43.022682,51.3125,NA,15.894641
"1999-04-07",1.325893,36.890247,34.875,24.25,29.6875,44.96875,29.46875,32.270832,36.59375,NA,42.375,93.25,33.03125,47.4375,56.25,46.75,35.65625,80.1875,46.65625,7.25,46.5,50.375,31.3125,6.335938,33.640625,NA,48.338596,48.75,32.421104,27.1875,38.166668,52.1875,36.5,7.25,52.866001,36.5,358.4375,33.5625,43.454144,51.5,NA,15.837874
"1999-04-08",1.316964,37.273193,34.625,24.3125,29.40625,46.875,30.4375,32.333332,37.125,NA,44.458332,93.5,32.765625,48.625,58.583332,46.875,35.84375,81.625,47.28125,7.28125,47.479168,50.375,30.625,5.585938,33.453125,NA,49.631374,51.125,33.592209,27.9375,37.958332,53,37.4375,7.28125,51.664501,37.4375,365,34.3125,43.330868,52.375,NA,16.192665
"1999-04-09",1.3125,37.455547,35.0625,24.375,29.53125,47,30.375,32.541668,37.34375,NA,44.875,93.15625,32.703125,49,57.041668,45.8125,35.59375,83.25,47.125,7.421875,48.666668,50.71875,30.875,5.921875,32.9375,NA,50.24966,51.375,34.02367,29.4375,37.395832,51.9375,37.1875,7.421875,52.28928,37.1875,368.125,34.9375,43.577415,51.1875,NA,15.809491
"1999-04-12",1.294643,39.497913,34.8125,25.6875,29.4375,47.75,30.9375,33.166668,37.71875,NA,44.583332,91.71875,30.625,49.8125,57.916668,45.875,35.5,85,46.5,7.234375,50.041668,51.46875,30.5,5.8125,33.0625,NA,50.474491,52.4375,34.948223,29.8125,38.833332,53.9375,37.5,7.234375,54.115559,37.5,370,36,45.734715,50.9375,NA,15.525659
"1999-04-13",1.236607,40.409683,34.625,27.375,28.53125,47.25,31.65625,33.833332,37.59375,NA,43.125,90,30.25,49.3125,58.25,46.5,36.4375,83.125,45.0625,7.117188,49.770832,51.4375,29,5.75,33,NA,49.687584,52.28125,34.270218,29.1875,38.979168,52.1875,36.78125,7.117188,55.797661,36.78125,376.25,35.25,47.953648,52.125,NA,16.079132
"1999-04-14",1.268971,39.826149,38,30.34375,27.6875,45.5625,31.71875,36.5,37.09375,NA,42.333332,89.6875,28.5,47.34375,57.583332,45.1875,37.625,78.5,42.9375,7.015625,48.208332,49.5625,29.8125,5.945313,34.25,NA,49.74379,49.3125,34.516766,28.5,38.020832,51.5,36.03125,7.015625,63.871738,36.03125,366.875,34.625,51.528599,53.75,NA,16.121708
"1999-04-15",1.276786,39.005558,41.6875,30.90625,27.578125,47.875,32.125,37.979168,38.78125,NA,42,88.875,29.21875,46.09375,57.041668,44.25,39.625,77.375,44.4375,7.375,43.333332,48.25,29.9375,6.085938,35.375,NA,51.317604,48.875,33.592209,26.75,37.5,51,35.96875,7.375,64.304283,35.96875,355.3125,34.9375,54.610455,56.75,NA,16.064941
"1999-04-16",1.265625,37.893196,39.625,31.90625,26.421875,49.4375,32.84375,38.875,39.96875,NA,42.208332,85.1875,28.625,46.5625,57.375,44.4375,39.96875,77.625,43.3125,7.375,42.354168,49.09375,29.375,6.257813,35.5,NA,52.273136,47.5,32.9142,25.6875,37.083332,52.1875,36.5,7.375,63.00666,36.5,358.125,34.75,54.240631,57.25,NA,15.979791
"1999-04-19",1.209821,36.799072,39.5625,30.875,25,50.96875,32.46875,39.416668,41.125,NA,39.083332,83.375,27.75,45.125,56.666668,43,42.125,73.125,40.5,7.453125,39.3125,47.3125,29.125,6.382813,36.25,NA,52.329342,44.875,31.989645,24.25,34.916668,52.9375,35.875,7.453125,65.40966,35.875,353.125,33.125,56.952663,59.25,NA,16.206858
"1999-04-20",1.216518,37.200249,39.25,30.34375,25.390625,48.53125,32.625,38.541668,40.375,NA,40.333332,84.875,28.28125,48.125,55.333332,44.125,40.8125,75.25,41.5625,7.398438,39.583332,47.90625,29.125,6.773438,35.484375,NA,51.148983,47.75,32.606014,24.5,36.4375,54.625,36.6875,7.398438,63.150841,36.6875,364.0625,34.25,53.007889,56.875,NA,16.206858
"1999-04-21",1.227679,39.352028,40.375,30.84375,26.984375,48.1875,33.78125,37.895832,39.21875,NA,41.583332,85.9375,29.21875,50.375,55.625,45.375,41.3125,75.875,41,7.648438,41.125,49.46875,29.125,6.75,34.21875,NA,52.610382,48.75,32.975838,25.75,37.854168,56.9375,36.625,7.648438,62.958599,36.625,370,34,52.699703,56.375,NA,17.058355
"1999-04-22",1.299107,40.026741,40.3125,29.90625,28.296875,49.25,33.25,37.583332,39.46875,NA,41.458332,97.25,30.75,51.25,57.166668,44.6875,39.96875,77.875,42.46875,7.6875,42.770832,47.0625,30.4375,6.734375,34.5,NA,52.048306,50.0625,32.975838,26.375,37.75,56.6875,37.125,7.6875,64.06398,37.125,375,34.5,52.576431,55.625,NA,17.398956
"1999-04-23",1.399554,39.497913,40.5,30.28125,29.34375,47.9375,33.25,37.770832,39.15625,NA,41.625,99.875,30.875,50.875,56.75,44.125,40.40625,75.75,43,7.671875,42.333332,45.25,30.375,6.734375,34.765625,NA,53.397289,50.9375,34.02367,26.5,37.625,55.5625,37,7.671875,64.880997,37,374.375,35.125,54.363907,55.625,NA,17.512489
"1999-04-26",1.462054,39.187912,39.5625,31,29.40625,47.71875,33.5625,37.604168,38.84375,NA,40.541668,104.9375,32.21875,50.09375,55.083332,43.4375,40.9375,74,44,8,41.25,47.40625,29.4375,6.796875,34.796875,NA,51.65485,50.9375,34.516766,26.625,37.833332,54.8125,36,8,63.871738,36,369.0625,34.375,55.041912,56.75,NA,18.051771
"1999-04-27",1.633929,40.482624,39.375,31.78125,28.765625,49.46875,34.71875,39.333332,39.125,NA,40.958332,106,31.125,50.96875,57.041668,43.25,40.40625,73.5625,42,7.8125,40.375,46.78125,29,6.835938,35.96875,NA,53.172459,50.75,32.051281,27.6875,37.5,55.0625,37.25,7.8125,66.370857,37.25,377.5,34.75,54.980278,54.25,NA,18.193687
"1999-04-28",1.573661,38.8232,40.5,32.28125,27.9375,51.4375,33.96875,42.166668,40.75,NA,41.125,102.5,30.59375,49.75,55.75,42.5,42.25,70.75,41.0625,7.8125,39.333332,46.1875,29.8125,6.960938,36.0625,NA,52.329342,49.1875,32.051281,27.5,37.166668,55.5,36.8125,7.8125,74.492996,36.8125,372.8125,34.5625,56.58284,55.5,NA,18.009195
"1999-04-29",1.535714,39.497913,40.375,32.75,27.296875,51.78125,33.90625,43.020832,42.25,NA,39.583332,102.40625,30.40625,49.34375,55.916668,41.875,42.8125,70.375,41.03125,7.796875,38.645832,46.75,28.75,7.023438,36.046875,NA,52.891418,46.875,29.955622,26.5625,35.875,55.75,36.5,7.796875,77.42466,36.5,381.5625,35.1875,55.473373,56.25,NA,17.796322
"1999-04-30",1.642857,38.130257,40.625,32.1875,28.515625,49.875,34.03125,43.729168,41.53125,NA,39.833332,104.59375,30.59375,48.75,55,42.375,44.5,70.375,40.65625,7.773438,38.354168,46.90625,28.6875,7.015625,36.21875,NA,51.823475,46,31.311638,26.875,35.125,55.75,35.78125,7.773438,74.685242,35.78125,374.375,35.0625,52.576431,57.1875,NA,17.909855
"1999-05-03",1.770089,38.914379,43,32.59375,28.40625,51.03125,34.5,44.958332,43.03125,NA,40.875,106.125,31.5625,48.875,55.166668,42.25,46.9375,70.6875,39.9375,7.851563,38.8125,47.125,30.1875,7.179688,37.09375,NA,54.071781,46.125,30.818541,27.25,35.208332,54.75,36.3125,7.851563,72.666718,36.3125,375,36.25,54.610455,60.75,NA,18.151114
"1999-05-04",1.660714,37.090839,43.125,32.71875,27.15625,50.15625,34.34375,44.291668,43.21875,70.375,39.5,106,30.84375,47.5,54.833332,40.8125,46.96875,70.875,39.03125,7.84375,38.0625,45.875,29.75,7.4375,36.90625,NA,51.598644,44,30.325443,25.6875,34.979168,54.5625,35.21875,7.84375,73.531799,35.21875,361.25,37.625,55.041912,63,NA,18.051771
"1999-05-05",1.678571,37.747311,44.125,32.5625,27.742174,50.03125,35.25,45,42.40625,69.125,39.208332,106.0625,32,47,53.458332,40.625,46.1875,72.8125,39.5625,7.8125,39.4375,45.59375,30,7.5625,36.4375,NA,52.497967,45.0625,29.647436,25.625,36.333332,54.6875,35.46875,7.8125,72.234177,35.46875,363.75,37.625,55.719921,62.6875,NA,18.222071
"1999-05-06",1.589286,38.221432,44.9375,32.6875,26.734375,48.90625,34.5625,45.104168,41.1875,67.9375,38,104.625,29.84375,48.8125,51.708332,40.8125,46.0625,74.375,38.96875,7.84375,38.666668,46.0625,31.625,7.296875,36.03125,NA,50.24966,42.875,29.462524,25.375,36.083332,53.5,34.75,7.84375,76.271217,34.75,349.0625,36.5625,57.075935,64.625,NA,17.555063
"1999-05-07",1.638393,39.297321,45.75,31.59375,27.125,47.4375,33.875,44.520832,41.46875,74.125,38.208332,108.625,30.46875,48.0625,52.25,40,46.4375,74.5,39.53125,7.875,38.979168,45.46875,33,7.375,36.234375,NA,52.329342,44.75,29.585798,25.5,36.645832,54.1875,35.15625,7.875,76.36734,35.15625,350.625,37,56.336292,66.75,NA,18.151114
"1999-05-10",1.616071,38.221432,44.0625,30.875,27.3125,48.125,33.53125,45.645832,41.1875,70.6875,37.583332,109.3125,30.3125,46.6875,52.666668,39.5,47.09375,72.125,39.84375,7.851563,38.104168,45.125,33.0625,7.359375,36.953125,NA,50.081036,45.1875,29.339251,25.125,36.25,52.9375,34.5625,7.851563,78.145561,34.5625,356.5625,38,55.350098,65.5625,NA,18.250454
"1999-05-11",1.598214,37.291428,43.4375,31.59375,27.96875,49.03125,33.46875,44.166668,40.8125,70.625,39.5,110.5,31.15625,46.40625,53.333332,41.8125,47.5,71.5625,39.9375,8.1875,38.166668,45.8125,33.375,7.507813,37.34375,NA,52.216927,47.3125,29.031065,25.25,36.979168,52.75,34.5,8.1875,78.145561,34.5,362.5,38.0625,53.131165,64.25,NA,18.29303
"1999-05-12",1.660714,36.7626,42.5625,30.375,29.6875,47.34375,33.21875,43.6875,39.53125,73.5,39.333332,112.75,31.25,47.34375,54.875,41.75,46.9375,71.5625,40.25,8.03125,38.583332,46.46875,34.75,7.5625,36.59375,NA,51.092773,46.5625,28.784517,25.6875,36.729168,53.3125,34.40625,8.03125,75.117783,34.40625,369.6875,38.25,53.500988,63.9375,NA,18.903269
"1999-05-13",1.649554,36.397892,42.8125,30.3125,29.421875,47.21875,32.875,44.333332,39.6875,73.1875,39.291668,123,30.03125,47.625,56,40.875,45.46875,73,39.5625,7.875,39.270832,46,36,7.453125,36.46875,NA,52.610382,47,28.969427,25.6875,36.4375,53.1875,35.34375,7.875,74.492996,35.34375,367.1875,39.375,52.638065,64,NA,19.754768
"1999-05-14",1.584821,35.303768,43,30.5,28.859375,47.21875,32.625,45.104168,39.375,70.1875,38.75,119.625,29,46.4375,52.708332,40.375,45.15625,71.25,38.4375,7.789063,37.729168,46.15625,33.875,7.15625,35.375,NA,50.362076,46.375,28.969427,25.5,35.3125,53.0625,34.28125,7.789063,74.87748,34.28125,355,39,52.391518,63.1875,NA,19.116144
"1999-05-17",1.584821,35.486122,42.5,30.5625,29.109375,47.9375,33.5625,44.0625,39.5,68.625,38.958332,118.75,29.71875,45.875,52.416668,39.6875,44.625,71.9375,39.5625,7.804688,38.208332,47.0625,33.6875,7.0625,34.4375,NA,52.610382,45.6875,28.599606,25.25,35.416668,52.25,34.28125,7.804688,75.790619,34.28125,350,39.375,52.268246,59.9375,NA,20.152134
"1999-05-18",1.616071,36.288479,43.6875,29.34375,29.046875,46.3125,34.375,43.208332,38.875,68.625,39.416668,119.25,29.46875,45.1875,52.5,40.6875,44.03125,70.3125,39.34375,7.679688,37.854168,46.9375,33.5625,7.125,33.1875,NA,50.24966,46.4375,29.154339,25.125,34.75,50.6875,34.125,7.679688,73.483742,34.125,345.3125,39.1875,51.898422,59,NA,21.798365
"1999-05-19",1.613839,36.434364,44.375,29,29.140625,46.03125,34.21875,42.333332,39.34375,69.3125,38.541668,117.9375,29.84375,46.6875,53.458332,40.4375,44.6875,70.5,39.65625,7.523438,37.645832,47.5,34.6875,7.484375,32.8125,NA,51.598644,45.6875,29.524162,25.625,36,51.25,34.625,7.523438,73.291496,34.625,352.1875,40.75,53.254436,59.9375,NA,21.301657
"1999-05-20",1.517857,35.996712,44.625,29.46875,28.6875,46.875,33.96875,41.354168,40,68.375,38.666668,116.4375,28.84375,47.5,53.458332,40.0625,44.71875,72.25,39.21875,8,37.583332,48.34375,34.75,8.328125,31.53125,NA,49.912415,44.5,29.400888,26.4375,35.479168,52,34.03125,8,69.927299,34.03125,345,40.1875,54.055721,59.375,NA,21.344233
"1999-05-21",1.569196,35.084942,44.9375,29.8125,28.3125,46.71875,34,42.0625,41.375,67.5,38.75,115.1875,28.5,46.25,52.625,39.875,44.46875,71.3125,38.78125,8.117188,36.75,48.625,34.8125,7.875,32.0625,NA,49.912415,43.25,29.092703,26.0625,34.708332,50.4375,33.71875,8.117188,71.609398,33.71875,339.0625,39.875,54.240631,59.125,NA,21.315849
"1999-05-24",1.497768,34.081993,44.375,29.59375,27.34375,45.9375,33.40625,42.833332,39.8125,65.3125,38.25,111.875,27.96875,45.25,50.583332,38.75,44.90625,69.875,38.625,8.03125,35.416668,46.96875,35.875,7.492188,31.875,NA,49.96862,42.8125,29.462524,26.0625,34.5,50.9375,32.8125,8.03125,72.330299,32.8125,325.625,39.6875,54.795364,58.75,NA,20.435966
"1999-05-25",1.482143,33.407284,43.0625,29.34375,26.09375,45.5,33.5,41.354168,40.09375,64.5,37.083332,110.59375,26.4375,43.90625,49.208332,38.25,44.8125,68.25,38.125,7.640625,34.041668,47.28125,36.75,7.5625,32.53125,NA,49.631374,42.375,29.462524,26.125,34.125,50.5,31.375,7.640625,67.908783,31.375,313.75,39.625,54.178993,59.75,NA,20.322433
"1999-05-26",1.573661,34.884354,41.3125,28.90625,27.28125,47.03125,34.25,41.583332,40.96875,66.0625,38.375,118.125,25.84375,45,50.25,38.5,44.40625,67.3125,39.25,7.710938,33.666668,47.875,36.375,7.375,32.375,NA,50.193451,42.9375,29.585798,25.4375,34.375,51.875,33,7.710938,68.966103,33,323.4375,39.5,53.43935,58.625,NA,21.2307
"1999-05-27",1.553571,34.100227,41.3125,27.6875,27,46.5,34.0625,40.479168,39.40625,67.75,37.875,116,26.5625,45.125,48.5,37.9375,43,66,39.1875,7.367188,34.625,47,34.875,7.359375,31.09375,NA,48.619637,41.125,29.215977,23.625,33.5625,50.25,31.25,7.367188,67.764603,31.25,317.1875,38.75,51.96006,57.375,NA,21.032017
"1999-05-28",1.573661,35.322002,42.0625,27.4375,27.25,46.25,34.25,40.5,39.9375,67.9375,37.708332,116,27.03125,46.3125,48.25,38.5,42.875,67.625,40.34375,7.617188,35.666668,46.6875,35.625,7.289063,31.03125,NA,49.237923,42.625,28.722879,23.25,33.895832,51.125,32.34375,7.617188,66.082497,32.34375,331.25,38.5625,49.309666,59.6875,NA,21.415192
"1999-06-01",1.600446,34.483173,42.625,29.375,26.765625,45.21875,34.5625,42.145832,39.375,64.1875,37.208332,112,25.34375,46.3125,48.083332,38.625,44.09375,68.125,39.25,7.546875,35.458332,47.8125,34.875,7.265625,31.625,NA,49.350338,43.4375,28.414694,23.75,34.1875,51.875,31.6875,7.546875,71.56134,31.6875,322.03125,39.5625,52.021698,60.875,NA,20.46435
"1999-06-02",1.662946,34.556114,42.1875,29.1875,27.53125,46,34.3125,42.729168,40.125,63.25,37.791668,113.75,25.96875,45.84375,47.375,38.25,44.65625,66.75,39.21875,7.40625,35.416668,47.125,34.5625,7.835938,32.1875,NA,49.125507,44.375,28.722879,23.3125,34.020832,51.75,31.625,7.40625,71.080742,31.625,312.1875,39,53.069527,61.125,NA,20.3792
"1999-06-03",1.694196,35.486122,42.5625,30.21875,27.203125,45.78125,34.40625,42,39.96875,63.625,39.083332,112.9375,25.25,46.84375,47.75,39.5,44.625,68.3125,38.1875,7.367188,36.166668,46.75,34.6875,8,32.96875,NA,48.900677,45.5,28.599606,25.0625,34.291668,51.8125,32.15625,7.367188,71.513283,32.15625,316.875,39.5625,51.713512,61.75,NA,20.762375
"1999-06-04",1.71875,36.543774,43.9375,31.40625,28.71875,45.78125,34.875,42,40.34375,65.375,40.333332,116,26.59375,48.34375,49.541668,41,43.875,70.625,39.78125,7.5,38.375,48.3125,34.75,8.226563,33.71875,NA,49.575169,46,30.202169,26,34.958332,53.6875,32.4375,7.5,74.012398,32.4375,327.65625,39.625,49.741123,60.75,NA,20.5495
"1999-06-07",1.747768,37.346134,43.75,31.625,28.84375,46.03125,33.875,41.666668,40.4375,65.9375,40.083332,120.5,26.71875,47.96875,51.166668,40,45.34375,69.3125,40.125,7.5,37,48.78125,34.9375,8.484375,34.21875,NA,49.856205,45.75,30.448717,25,34.8125,54,33.125,7.5,73.339561,33.125,331.40625,40.0625,49.309666,62.9375,NA,21.344233
"1999-06-08",1.703125,37.637901,43.8125,31.0625,27.921875,46.375,33.875,41.854168,39.90625,63.75,38.916668,116.625,25.84375,46.375,49.916668,40.75,44.71875,68.625,39.6875,7.234375,37,47.40625,34.0625,8.273438,33.625,NA,51.205189,44.375,29.215977,24.6875,34.125,55,32.96875,7.234375,75.742561,32.96875,323.90625,39.0625,49.617851,63.25,NA,20.563692
"1999-06-09",1.729911,36.507305,42.25,30.75,28.4375,46.3125,33.5,40.6875,40.0625,65.5,39.583332,117,26.5625,45.90625,49.208332,41,43.625,69.875,41.15625,6.960938,34.979168,46.125,33.75,8.054688,32.46875,NA,51.261398,44.125,29.031065,24.8125,34.229168,55.0625,33.125,6.960938,75.694504,33.125,324.84375,40.875,51.343689,62.125,NA,21.046207
"1999-06-10",1.71875,35.923771,42.8125,30.9375,27.609375,46.625,33.0625,40.875,39.8125,63.375,39.25,115.25,27.6875,44.75,48.75,41.875,43.53125,67.875,39.9375,7.21875,33.1875,44.625,33.5625,8.28125,31.28125,NA,51.542435,43.125,28.969427,24.375,33.666668,55,33.09375,7.21875,77.472717,33.09375,316.875,42.25,53.007889,61.75,NA,21.117167
"1999-06-11",1.658482,35.458752,42.625,29.71875,27.671875,46.53125,32.21875,41,39.46875,63.25,39.958332,114.3125,27.21875,45.4375,48.833332,41.625,42.96875,66.5625,39.0625,6.9375,32.5,43.125,33.125,8.71875,30.875,NA,51.542435,42.6875,28.476332,24.0625,33.781235,54,33.515598,6.9375,75.694504,33.515598,322.96875,42.0312,51.528599,59.375,NA,20.066984
"1999-06-14",1.622768,34.501408,41.8125,29.96875,26.953125,47.375,32.40625,42.75,40.5625,61.25,38.75,115.5,27.1875,45.3125,49.166668,41.25,44.625,66.25,38.78125,7.054688,31.708334,42.15625,33.8125,8.6875,31.25,NA,54.746273,43.125,28.599606,25.125,34.583332,54.625,32.90625,7.054688,78.097504,32.90625,315.9375,42,53.685898,60.8125,NA,19.499319
"1999-06-15",1.645089,34.738468,42.5625,29.21875,27.796875,48,31.875,42.270832,41.0625,62.75,38.041668,115.875,27.84375,45.34375,50.083332,41.625,44.90625,67.625,38.84375,6.84375,32.520832,43.25,33.8125,8.679688,31.21875,NA,53.453495,42.5,28.846153,24.9375,34.729168,54.8125,33.65625,6.84375,77.42466,33.65625,328.59375,42.75,55.10355,58.75,NA,19.627043
"1999-06-16",1.712054,36.179066,42.75,29.46875,29.0625,47.90625,31.9375,42.333332,40.28125,65.25,38.875,120.6875,29.84375,45.4375,53.583332,42.125,45.40625,68.625,40.5,7.015625,33.041668,43.03125,34.875,8.53125,32.0625,NA,53.734535,44.375,28.969427,25.9375,35.604168,54.875,34.84375,7.015625,77.616898,34.84375,345.9375,42.4375,54.733727,58.3125,NA,20.606268
"1999-06-17",1.65625,36.689659,43.625,29.4375,29.34375,46.84375,32.28125,42.895832,40.625,65,39.958332,120.1875,29,45.96875,52.958332,42.6875,45.3125,69.5,41.4375,7.125,33.479168,44.125,34.5625,8.40625,32.78125,NA,54.521442,43.625,29.585798,26.1875,36.145832,55,35.875,7.125,80.788857,35.875,352.03125,41.5,52.576431,60.25,NA,20.27986
"1999-06-18",1.683036,36.379658,44.625,30.75,29.84375,46.59375,31.71875,43.25,40.1875,64.8125,40.666668,120.75,27.46875,45.375,53.416668,42,45.5,69,42.5,7.421875,33.1875,43.953098,34.25,8.359375,33.25,NA,54.802479,43.75,30.078896,27.5,35.854168,55.1875,36.1875,7.421875,80.933037,36.1875,347.34375,42.25,54.425541,58.4375,NA,20.875908
"1999-06-21",1.660714,36.853779,43,30.4375,30.78125,45.34375,30.78125,42.625,39.125,69.5,41.25,124.75,28.40625,45.03125,55.666668,41.5,45.125,69.4375,44.46875,7.484375,32.5,43.46875,34.25,8.226563,33.59375,NA,54.802479,45.0625,30.325443,27.125,35.1875,55.0625,35.84375,7.484375,75.982857,35.84375,351.09375,41.875,53.747536,57.3125,NA,21.315849
"1999-06-22",1.620536,36.397892,43.25,30.09375,29.75,45.0625,31.3125,43,38.5,68,41.25,123.375,27.84375,45.40625,54.5,41.25,44.8125,69.75,43.25,7.25,32.770832,43.3125,33.875,8.0625,32.875,NA,54.127987,44.9375,29.709072,27.1875,35.291668,54.1875,35.875,7.25,74.685242,35.875,346.875,41.25,51.898422,56.875,NA,21.14555
"1999-06-23",1.560268,35.777889,42.6875,29.8125,30.9375,46.3125,30.875,43.520832,39.0625,65,40.666668,122.9375,28.28125,45.25,53.5,40.75,45.625,67.875,43,7.625,32.895832,43.46875,33.1875,7.992188,32.375,NA,53.734535,44.375,29.154339,27.75,35.270832,53.25,35.28125,7.625,73.916283,35.28125,342.65625,42.3125,52.699703,56.625,NA,21.102974
"1999-06-24",1.511161,35.012001,42.8125,29.5,30.125,45.8125,31.3125,42.520832,38.25,65.0625,39.958332,122.5625,27.53125,45.78125,53.333332,40,44.375,68.9375,42.3125,7.539063,33.791668,42.71875,32.875,7.820313,31.625,NA,53.060043,43.3125,29.154339,27.5625,35.583332,51.75,34.5,7.539063,72.378357,34.5,328.59375,40.5,52.268246,56.5,NA,20.634651
"1999-06-25",1.506696,35.723183,43.5625,29.3125,30.65625,45.0625,30.9375,42.875,38.09375,66.25,40.166668,123.125,27.65625,45.3125,54.125,39.625,44.125,68.875,42.46875,7.796875,33.8125,42.65625,32.5,7.554688,32.3125,NA,53.846951,43.4375,29.277613,27.5625,34.8125,52.4375,35.1875,7.796875,74.973602,35.1875,328.59375,41.1875,51.528599,55.625,NA,21.032017
"1999-06-28",1.520089,36.543774,43.25,30.375,30.96875,44.75,30.53125,42.375,37.53125,66.5625,41.916668,122.5625,28.5,45.4375,55.083332,40.25,43.5,70.0625,43.375,7.984375,33.6875,42.625,32.875,7.882813,32.59375,NA,52.835213,45.5625,28.907791,29.3125,35.395832,53.8125,35.75,7.984375,75.886742,35.75,345,41,50.542408,56.6875,NA,22.11058
"1999-06-29",1.620536,37.182014,43.8125,30.5625,31.25,46.84375,30.59375,42.8125,38.5,67.75,42.666668,124.625,29.625,47,55.083332,41.4375,43.53125,71.5,44,8.015625,34.958332,43.0625,32.5,8.078125,34.46875,NA,54.352818,46.8125,29.709072,29.5625,36.5625,54.5,36.5,8.015625,75.213898,36.5,345.46875,40.125,52.021698,57.4375,NA,22.11058
"1999-06-30",1.654018,37.966137,44,30,32.21875,47.53125,31,42.291668,38.5625,72.25,42.958332,129.25,29.75,49,57.666668,41.125,43.46875,73.625,45.09375,7.921875,36.333332,44.0625,31.8125,7.828125,36,NA,58.793224,48.25,30.387081,29.375,37.666668,58,36.65625,7.921875,73.96434,36.65625,356.25,40.1875,49.556213,58.8125,NA,22.820164
"1999-07-01",1.618304,38.841438,44.0625,30.59375,32.1875,48.21875,32.4375,43.291668,39.21875,70.8125,42.416668,131,31.4375,48.71875,57.291668,41.6875,43.59375,75.25,45.59375,7.445313,37.375,43.03125,31.3125,7.609375,35.59375,NA,56.994579,47.75,28.599606,29,37.166668,56.125,37.25,7.445313,75.213898,37.25,363.75,40,49.063118,58.1875,NA,23.160763
