,Dates,Daily.Returns,Close,,Dates,Daily.Returns,Close
,,,,,20/09/04,-0.006,1122.199951
,,,,,21/09/04,0.006,1129.300049
,,,,,22/09/04,-0.014,1113.560059
,,,,,23/09/04,-0.005,1108.359985
,,,,,24/09/04,0.002,1110.109985
,,,,,27/09/04,-0.006,1103.52002
,,,,,28/09/04,0.006,1110.060059
,,,,,29/09/04,0.004,1114.800049
,,,,,30/09/04,0,1114.579956
,,,,,01/10/04,0.015,1131.5
,,,,,04/10/04,0.003,1135.170044
,,,,,05/10/04,-0.001,1134.47998
,,,,,06/10/04,0.007,1142.050049
,,,,,07/10/04,-0.01,1130.650024
,,,,,08/10/04,-0.008,1122.140015
,,,,,11/10/04,0.002,1124.390015
,,,,,12/10/04,-0.002,1121.839966
,,,,,13/10/04,-0.007,1113.650024
,,,,,14/10/04,-0.009,1103.290039
,,,,,15/10/04,0.004,1108.199951
,,,,,18/10/04,0.005,1114.02002
,,,,,19/10/04,-0.01,1103.22998
,,,,,20/10/04,0,1103.660034
,,,,,21/10/04,0.003,1106.48999
,,,,,22/10/04,-0.01,1095.73999
,,,,,25/10/04,-0.001,1094.800049
,,,,,26/10/04,0.015,1111.089966
,,,,,27/10/04,0.013,1125.400024
,,,,,28/10/04,0.002,1127.439941
,,,,,29/10/04,0.002,1130.199951
,,,,,01/11/04,0,1130.51001
,,,,,02/11/04,0,1130.560059
,,,,,03/11/04,0.011,1143.199951
,,,,,04/11/04,0.016,1161.670044
,,,,,05/11/04,0.004,1166.170044
,,,,,08/11/04,-0.001,1164.890015
,,,,,09/11/04,-0.001,1164.079956
,,,,,10/11/04,-0.001,1162.910034
,,,,,11/11/04,0.009,1173.47998
,,,,,12/11/04,0.009,1184.170044
,,,,,15/11/04,0,1183.810059
,,,,,16/11/04,-0.007,1175.430054
,,,,,17/11/04,0.006,1181.939941
,,,,,18/11/04,0.001,1183.550049
,,,,,19/11/04,-0.011,1170.339966
,,,,,22/11/04,0.006,1177.23999
,,,,,23/11/04,0,1176.939941
,,,,,24/11/04,0.004,1181.76001
,,,,,26/11/04,0.001,1182.650024
,,,,,29/11/04,-0.003,1178.569946
,,,,,30/11/04,-0.004,1173.819946
,,,,,01/12/04,0.015,1191.369995
,,,,,02/12/04,-0.001,1190.329956
,,,,,03/12/04,0.001,1191.170044
,,,,,06/12/04,-0.001,1190.25
,,,,,07/12/04,-0.011,1177.069946
,,,,,08/12/04,0.005,1182.810059
,,,,,09/12/04,0.005,1189.23999
,,,,,10/12/04,-0.001,1188
,,,,,13/12/04,0.009,1198.680054
,,,,,14/12/04,0.004,1203.380005
,,,,,15/12/04,0.002,1205.719971
,,,,,16/12/04,-0.002,1203.209961
,,,,,17/12/04,-0.007,1194.199951
,,,,,20/12/04,0,1194.650024
,,,,,21/12/04,0.009,1205.449951
,,,,,22/12/04,0.003,1209.569946
,,,,,23/12/04,0,1210.130005
,,,,,27/12/04,-0.004,1204.920044
,,,,,28/12/04,0.007,1213.540039
,,,,,29/12/04,0,1213.449951
,,,,,30/12/04,0,1213.550049
,,,,,31/12/04,-0.001,1211.920044
,,,,,03/01/05,-0.008,1202.079956
,,,,,04/01/05,-0.012,1188.050049
,,,,,05/01/05,-0.004,1183.73999
,,,,,06/01/05,0.004,1187.890015
,,,,,07/01/05,-0.001,1186.189941
,,,,,10/01/05,0.003,1190.25
,,,,,11/01/05,-0.006,1182.98999
,,,,,12/01/05,0.004,1187.699951
,,,,,13/01/05,-0.009,1177.449951
,,,,,14/01/05,0.006,1184.52002
,,,,,18/01/05,0.01,1195.97998
,,,,,19/01/05,-0.009,1184.630005
,,,,,20/01/05,-0.008,1175.410034
,,,,,21/01/05,-0.006,1167.869995
,,,,,24/01/05,-0.004,1163.75
,,,,,25/01/05,0.004,1168.410034
,,,,,26/01/05,0.005,1174.069946
,,,,,27/01/05,0,1174.550049
,,,,,28/01/05,-0.003,1171.359985
,,,,,31/01/05,0.008,1181.27002
,,,,,01/02/05,0.007,1189.410034
,,,,,02/02/05,0.003,1193.189941
,,,,,03/02/05,-0.003,1189.890015
,,,,,04/02/05,0.011,1203.030029
,,,,,07/02/05,-0.001,1201.719971
,,,,,08/02/05,0,1202.300049
,,,,,09/02/05,-0.009,1191.98999
,,,,,10/02/05,0.004,1197.01001
,,,,,11/02/05,0.007,1205.300049
,,,,,14/02/05,0.001,1206.140015
,,,,,15/02/05,0.003,1210.119995
,,,,,16/02/05,0,1210.339966
,,,,,17/02/05,-0.008,1200.75
,,,,,18/02/05,0.001,1201.589966
,,,,,22/02/05,-0.015,1184.160034
,,,,,23/02/05,0.006,1190.800049
,,,,,24/02/05,0.008,1200.199951
,,,,,25/02/05,0.009,1211.369995
,,,,,28/02/05,-0.006,1203.599976
,,,,,01/03/05,0.006,1210.410034
,,,,,02/03/05,0,1210.079956
,,,,,03/03/05,0,1210.469971
,,,,,04/03/05,0.01,1222.119995
,,,,,07/03/05,0.003,1225.310059
,,,,,08/03/05,-0.005,1219.430054
,,,,,09/03/05,-0.01,1207.01001
,,,,,10/03/05,0.002,1209.25
,,,,,11/03/05,-0.008,1200.079956
,,,,,14/03/05,0.006,1206.829956
,,,,,15/03/05,-0.008,1197.75
,,,,,16/03/05,-0.008,1188.069946
,,,,,17/03/05,0.002,1190.209961
,,,,,18/03/05,0,1189.650024
,,,,,21/03/05,-0.005,1183.780029
,,,,,22/03/05,-0.01,1171.709961
,,,,,23/03/05,0.001,1172.530029
,,,,,24/03/05,-0.001,1171.420044
,,,,,28/03/05,0.002,1174.280029
,,,,,29/03/05,-0.008,1165.359985
,,,,,30/03/05,0.014,1181.410034
,,,,,31/03/05,-0.001,1180.589966
,,,,,01/04/05,-0.006,1172.920044
,,,,,04/04/05,0.003,1176.119995
,,,,,05/04/05,0.004,1181.390015
,,,,,06/04/05,0.002,1184.069946
,,,,,07/04/05,0.006,1191.140015
,,,,,08/04/05,-0.008,1181.199951
,,,,,11/04/05,0,1181.209961
,,,,,12/04/05,0.006,1187.76001
,,,,,13/04/05,-0.012,1173.790039
,,,,,14/04/05,-0.01,1162.050049
,,,,,15/04/05,-0.017,1142.619995
,,,,,18/04/05,0.003,1145.97998
,,,,,19/04/05,0.006,1152.780029
,,,,,20/04/05,-0.013,1137.5
,,,,,21/04/05,0.02,1159.949951
,,,,,22/04/05,-0.007,1152.119995
,,,,,25/04/05,0.009,1162.099976
,,,,,26/04/05,-0.009,1151.829956
,,,,,27/04/05,0.004,1156.380005
,,,,,28/04/05,-0.011,1143.219971
,,,,,29/04/05,0.012,1156.849976
,,,,,02/05/05,0.005,1162.160034
,,,,,03/05/05,-0.001,1161.170044
,,,,,04/05/05,0.012,1175.650024
,,,,,05/05/05,-0.003,1172.630005
,,,,,06/05/05,-0.001,1171.349976
,,,,,09/05/05,0.006,1178.839966
,,,,,10/05/05,-0.011,1166.219971
,,,,,11/05/05,0.004,1171.109985
,,,,,12/05/05,-0.01,1159.359985
,,,,,13/05/05,-0.005,1154.050049
,,,,,16/05/05,0.01,1165.689941
,,,,,17/05/05,0.007,1173.800049
,,,,,18/05/05,0.01,1185.560059
,,,,,19/05/05,0.005,1191.079956
,,,,,20/05/05,-0.002,1189.280029
,,,,,23/05/05,0.004,1193.859985
,,,,,24/05/05,0,1194.069946
,,,,,25/05/05,-0.003,1190.01001
,,,,,26/05/05,0.006,1197.619995
,,,,,27/05/05,0.001,1198.780029
,,,,,31/05/05,-0.006,1191.5
,,,,,01/06/05,0.009,1202.219971
,,,,,02/06/05,0.002,1204.290039
,,,,,03/06/05,-0.007,1196.02002
,,,,,06/06/05,0.001,1197.51001
,,,,,07/06/05,0,1197.26001
,,,,,08/06/05,-0.002,1194.670044
,,,,,09/06/05,0.005,1200.930054
,,,,,10/06/05,-0.002,1198.109985
,,,,,13/06/05,0.002,1200.819946
,,,,,14/06/05,0.003,1203.910034
,,,,,15/06/05,0.002,1206.579956
,,,,,16/06/05,0.004,1210.959961
,,,,,17/06/05,0.005,1216.959961
,,,,,20/06/05,-0.001,1216.099976
,,,,,21/06/05,-0.002,1213.609985
,,,,,22/06/05,0,1213.880005
,,,,,23/06/05,-0.011,1200.72998
,,,,,24/06/05,-0.008,1191.569946
,,,,,27/06/05,-0.001,1190.689941
,,,,,28/06/05,0.009,1201.569946
,,,,,29/06/05,-0.001,1199.849976
,,,,,30/06/05,-0.007,1191.329956
,,,,,01/07/05,0.003,1194.439941
,,,,,05/07/05,0.009,1204.98999
,,,,,06/07/05,-0.008,1194.939941
,,,,,07/07/05,0.002,1197.869995
,,,,,08/07/05,0.012,1211.859985
,,,,,11/07/05,0.006,1219.439941
,,,,,12/07/05,0.002,1222.209961
,,,,,13/07/05,0.001,1223.290039
,,,,,14/07/05,0.003,1226.5
,,,,,15/07/05,0.001,1227.920044
,,,,,18/07/05,-0.006,1221.130005
,,,,,19/07/05,0.007,1229.349976
,,,,,20/07/05,0.005,1235.199951
,,,,,21/07/05,-0.007,1227.040039
,,,,,22/07/05,0.005,1233.680054
,,,,,25/07/05,-0.004,1229.030029
,,,,,26/07/05,0.002,1231.160034
,,,,,27/07/05,0.005,1236.790039
,,,,,28/07/05,0.006,1243.719971
,,,,,29/07/05,-0.008,1234.180054
,,,,,01/08/05,0.001,1235.349976
,,,,,02/08/05,0.007,1244.119995
,,,,,03/08/05,0.001,1245.040039
,,,,,04/08/05,-0.007,1235.859985
,,,,,05/08/05,-0.008,1226.420044
,,,,,08/08/05,-0.003,1223.130005
,,,,,09/08/05,0.007,1231.380005
,,,,,10/08/05,-0.002,1229.130005
,,,,,11/08/05,0.007,1237.810059
,,,,,12/08/05,-0.006,1230.390015
,,,,,15/08/05,0.003,1233.869995
,,,,,16/08/05,-0.012,1219.339966
,,,,,17/08/05,0.001,1220.23999
,,,,,18/08/05,-0.001,1219.02002
,,,,,19/08/05,0.001,1219.709961
,,,,,22/08/05,0.002,1221.72998
,,,,,23/08/05,-0.003,1217.589966
,,,,,24/08/05,-0.007,1209.589966
,,,,,25/08/05,0.002,1212.369995
,,,,,26/08/05,-0.006,1205.099976
,,,,,29/08/05,0.006,1212.280029
,,,,,30/08/05,-0.003,1208.410034
,,,,,31/08/05,0.01,1220.329956
,,,,,01/09/05,0.001,1221.589966
,,,,,02/09/05,-0.003,1218.02002
,,,,,06/09/05,0.013,1233.390015
,,,,,07/09/05,0.002,1236.359985
,,,,,08/09/05,-0.004,1231.670044
,,,,,09/09/05,0.008,1241.47998
,,,,,12/09/05,-0.001,1240.560059
,,,,,13/09/05,-0.008,1231.199951
,,,,,14/09/05,-0.003,1227.160034
,,,,,15/09/05,0,1227.72998
,,,,,16/09/05,0.008,1237.910034
,,,,,19/09/05,-0.006,1231.02002
,,,,,20/09/05,-0.008,1221.339966
,,,,,21/09/05,-0.009,1210.199951
,,,,,22/09/05,0.004,1214.619995
,,,,,23/09/05,0.001,1215.290039
,,,,,26/09/05,0,1215.630005
,,,,,27/09/05,0,1215.660034
,,,,,28/09/05,0.001,1216.890015
,,,,,29/09/05,0.009,1227.680054
,,,,,30/09/05,0.001,1228.810059
,,,,,03/10/05,-0.002,1226.699951
,,,,,04/10/05,-0.01,1214.469971
,,,,,05/10/05,-0.015,1196.390015
,,,,,06/10/05,-0.004,1191.48999
,,,,,07/10/05,0.004,1195.900024
,,,,,10/10/05,-0.007,1187.329956
,,,,,11/10/05,-0.002,1184.869995
,,,,,12/10/05,-0.006,1177.680054
,,,,,13/10/05,-0.001,1176.839966
,,,,,14/10/05,0.008,1186.569946
,,,,,17/10/05,0.003,1190.099976
,,,,,18/10/05,-0.01,1178.140015
,,,,,19/10/05,0.015,1195.76001
,,,,,20/10/05,-0.015,1177.800049
,,,,,21/10/05,0.002,1179.589966
,,,,,24/10/05,0.017,1199.380005
,,,,,25/10/05,-0.002,1196.540039
,,,,,26/10/05,-0.004,1191.380005
,,,,,27/10/05,-0.01,1178.900024
,,,,,28/10/05,0.017,1198.410034
,,,,,31/10/05,0.007,1207.01001
,,,,,01/11/05,-0.004,1202.76001
,,,,,02/11/05,0.01,1214.76001
,,,,,03/11/05,0.004,1219.939941
,,,,,04/11/05,0,1220.140015
,,,,,07/11/05,0.002,1222.810059
,,,,,08/11/05,-0.003,1218.589966
,,,,,09/11/05,0.002,1220.650024
,,,,,10/11/05,0.008,1230.959961
,,,,,11/11/05,0.003,1234.719971
,,,,,14/11/05,-0.001,1233.76001
,,,,,15/11/05,-0.004,1229.01001
,,,,,16/11/05,0.002,1231.209961
,,,,,17/11/05,0.009,1242.800049
,,,,,18/11/05,0.004,1248.27002
,,,,,21/11/05,0.005,1254.849976
,,,,,22/11/05,0.005,1261.22998
,,,,,23/11/05,0.003,1265.609985
,,,,,25/11/05,0.002,1268.25
,,,,,28/11/05,-0.009,1257.459961
,,,,,29/11/05,0,1257.47998
,,,,,30/11/05,-0.006,1249.47998
,,,,,01/12/05,0.012,1264.670044
,,,,,02/12/05,0,1265.079956
,,,,,05/12/05,-0.002,1262.089966
,,,,,06/12/05,0.001,1263.699951
,,,,,07/12/05,-0.005,1257.369995
,,,,,08/12/05,-0.001,1255.839966
,,,,,09/12/05,0.003,1259.369995
,,,,,12/12/05,0.001,1260.430054
,,,,,13/12/05,0.006,1267.430054
,,,,,14/12/05,0.004,1272.73999
,,,,,15/12/05,-0.001,1270.939941
,,,,,16/12/05,-0.003,1267.319946
,,,,,19/12/05,-0.006,1259.920044
,,,,,20/12/05,0,1259.619995
,,,,,21/12/05,0.003,1262.790039
,,,,,22/12/05,0.004,1268.119995
,,,,,23/12/05,0,1268.660034
,,,,,27/12/05,-0.01,1256.540039
,,,,,28/12/05,0.001,1258.170044
,,,,,29/12/05,-0.003,1254.420044
,,,,,30/12/05,-0.005,1248.290039
,,,,,03/01/06,0.016,1268.800049
,,,,,04/01/06,0.004,1273.459961
,,,,,05/01/06,0,1273.47998
,,,,,06/01/06,0.009,1285.449951
,,,,,09/01/06,0.004,1290.150024
,,,,,10/01/06,0,1289.689941
,,,,,11/01/06,0.003,1294.180054
,,,,,12/01/06,-0.006,1286.060059
,,,,,13/01/06,0.001,1287.609985
,,,,,17/01/06,-0.004,1282.930054
,,,,,18/01/06,-0.004,1277.930054
,,,,,19/01/06,0.006,1285.040039
,,,,,20/01/06,-0.018,1261.48999
,,,,,23/01/06,0.002,1263.819946
,,,,,24/01/06,0.002,1266.859985
,,,,,25/01/06,-0.002,1264.680054
,,,,,26/01/06,0.007,1273.829956
,,,,,27/01/06,0.008,1283.719971
,,,,,30/01/06,0.001,1285.189941
,,,,,31/01/06,-0.004,1280.079956
,,,,,01/02/06,0.002,1282.459961
,,,,,02/02/06,-0.009,1270.839966
,,,,,03/02/06,-0.005,1264.030029
,,,,,06/02/06,0.001,1265.02002
,,,,,07/02/06,-0.008,1254.780029
,,,,,08/02/06,0.009,1265.650024
,,,,,09/02/06,-0.001,1263.780029
,,,,,10/02/06,0.003,1266.98999
,,,,,13/02/06,-0.003,1262.859985
,,,,,14/02/06,0.01,1275.530029
,,,,,15/02/06,0.004,1280
,,,,,16/02/06,0.007,1289.380005
,,,,,17/02/06,-0.002,1287.23999
,,,,,21/02/06,-0.003,1283.030029
,,,,,22/02/06,0.008,1292.670044
,,,,,23/02/06,-0.004,1287.790039
,,,,,24/02/06,0.001,1289.430054
,,,,,27/02/06,0.004,1294.119995
,,,,,28/02/06,-0.01,1280.660034
,,,,,01/03/06,0.008,1291.23999
,,,,,02/03/06,-0.002,1289.140015
,,,,,03/03/06,-0.001,1287.22998
,,,,,06/03/06,-0.007,1278.26001
,,,,,07/03/06,-0.002,1275.880005
,,,,,08/03/06,0.002,1278.469971
,,,,,09/03/06,-0.005,1272.22998
,,,,,10/03/06,0.007,1281.420044
,,,,,13/03/06,0.002,1284.130005
,,,,,14/03/06,0.01,1297.47998
,,,,,15/03/06,0.004,1303.02002
,,,,,16/03/06,0.002,1305.329956
,,,,,17/03/06,0.001,1307.25
,,,,,20/03/06,-0.002,1305.079956
,,,,,21/03/06,-0.006,1297.22998
,,,,,22/03/06,0.006,1305.040039
,,,,,23/03/06,-0.003,1301.670044
,,,,,24/03/06,0.001,1302.949951
,,,,,27/03/06,-0.001,1301.609985
,,,,,28/03/06,-0.006,1293.22998
,,,,,29/03/06,0.007,1302.890015
,,,,,30/03/06,-0.002,1300.25
,,,,,31/03/06,-0.004,1294.869995
,,,,,03/04/06,0.002,1297.810059
,,,,,04/04/06,0.006,1305.930054
,,,,,05/04/06,0.004,1311.560059
,,,,,06/04/06,-0.002,1309.040039
,,,,,07/04/06,-0.01,1295.5
,,,,,10/04/06,0.001,1296.619995
,,,,,11/04/06,-0.008,1286.569946
,,,,,12/04/06,0.001,1288.119995
,,,,,13/04/06,0.001,1289.119995
,,,,,17/04/06,-0.003,1285.329956
,,,,,18/04/06,0.017,1307.280029
,,,,,19/04/06,0.002,1309.930054
,,,,,20/04/06,0.001,1311.459961
,,,,,21/04/06,0,1311.280029
,,,,,24/04/06,-0.002,1308.109985
,,,,,25/04/06,-0.005,1301.73999
,,,,,26/04/06,0.003,1305.410034
,,,,,27/04/06,0.003,1309.719971
,,,,,28/04/06,0.001,1310.609985
,,,,,01/05/06,-0.004,1305.189941
,,,,,02/05/06,0.006,1313.209961
,,,,,03/05/06,-0.004,1308.119995
,,,,,04/05/06,0.003,1312.25
,,,,,05/05/06,0.01,1325.76001
,,,,,08/05/06,-0.001,1324.660034
,,,,,09/05/06,0,1325.140015
,,,,,10/05/06,-0.002,1322.849976
,,,,,11/05/06,-0.013,1305.920044
,,,,,12/05/06,-0.011,1291.23999
,,,,,15/05/06,0.003,1294.5
,,,,,16/05/06,-0.002,1292.079956
,,,,,17/05/06,-0.017,1270.319946
,,,,,18/05/06,-0.007,1261.810059
,,,,,19/05/06,0.004,1267.030029
,,,,,22/05/06,-0.004,1262.069946
,,,,,23/05/06,-0.004,1256.579956
,,,,,24/05/06,0.002,1258.569946
,,,,,25/05/06,0.011,1272.880005
,,,,,26/05/06,0.006,1280.160034
,,,,,30/05/06,-0.016,1259.869995
,,,,,31/05/06,0.008,1270.089966
,,,,,01/06/06,0.012,1285.709961
,,,,,02/06/06,0.002,1288.219971
,,,,,05/06/06,-0.018,1265.290039
,,,,,06/06/06,-0.001,1263.849976
,,,,,07/06/06,-0.006,1256.150024
,,,,,08/06/06,0.001,1257.930054
,,,,,09/06/06,-0.004,1252.300049
,,,,,12/06/06,-0.012,1237.439941
,,,,,13/06/06,-0.011,1223.689941
,,,,,14/06/06,0.005,1230.040039
,,,,,15/06/06,0.021,1256.160034
,,,,,16/06/06,-0.004,1251.540039
,,,,,19/06/06,-0.009,1240.130005
,,,,,20/06/06,0,1240.119995
,,,,,21/06/06,0.01,1252.199951
,,,,,22/06/06,-0.005,1245.599976
,,,,,23/06/06,-0.001,1244.5
,,,,,26/06/06,0.005,1250.560059
,,,,,27/06/06,-0.009,1239.199951
,,,,,28/06/06,0.005,1246
,,,,,29/06/06,0.022,1272.869995
,,,,,30/06/06,-0.002,1270.199951
,,,,,03/07/06,0.008,1280.189941
,,,,,05/07/06,-0.007,1270.910034
,,,,,06/07/06,0.002,1274.079956
,,,,,07/07/06,-0.007,1265.47998
,,,,,10/07/06,0.001,1267.339966
,,,,,11/07/06,0.004,1272.430054
,,,,,12/07/06,-0.011,1258.599976
,,,,,13/07/06,-0.013,1242.280029
,,,,,14/07/06,-0.005,1236.199951
,,,,,17/07/06,-0.001,1234.48999
,,,,,18/07/06,0.002,1236.859985
,,,,,19/07/06,0.019,1259.810059
,,,,,20/07/06,-0.008,1249.130005
,,,,,21/07/06,-0.007,1240.290039
,,,,,24/07/06,0.017,1260.910034
,,,,,25/07/06,0.006,1268.880005
,,,,,26/07/06,0,1268.400024
,,,,,27/07/06,-0.004,1263.199951
,,,,,28/07/06,0.012,1278.550049
,,,,,31/07/06,-0.001,1276.660034
,,,,,01/08/06,-0.004,1270.920044
,,,,,02/08/06,0.005,1277.410034
,,,,,03/08/06,0.002,1280.27002
,,,,,04/08/06,-0.001,1279.359985
,,,,,07/08/06,-0.003,1275.77002
,,,,,08/08/06,-0.003,1271.47998
,,,,,09/08/06,-0.004,1265.949951
,,,,,10/08/06,0.005,1271.810059
,,,,,11/08/06,-0.004,1266.73999
,,,,,14/08/06,0.001,1268.209961
,,,,,15/08/06,0.014,1285.579956
,,,,,16/08/06,0.008,1295.430054
,,,,,17/08/06,0.002,1297.47998
,,,,,18/08/06,0.004,1302.300049
,,,,,21/08/06,-0.004,1297.52002
,,,,,22/08/06,0.001,1298.819946
,,,,,23/08/06,-0.004,1292.98999
,,,,,24/08/06,0.002,1296.060059
,,,,,25/08/06,-0.001,1295.089966
,,,,,28/08/06,0.005,1301.780029
,,,,,29/08/06,0.002,1304.280029
,,,,,30/08/06,0.001,1305.369995
,,,,,31/08/06,-0.001,1303.819946
,,,,,01/09/06,0.006,1311.01001
,,,,,05/09/06,0.002,1313.25
,,,,,06/09/06,-0.01,1300.26001
,,,,,07/09/06,-0.005,1294.02002
,,,,,08/09/06,0.004,1298.920044
,,,,,11/09/06,0,1299.540039
,,,,,12/09/06,0.01,1313
,,,,,13/09/06,0.004,1318.069946
,,,,,14/09/06,-0.001,1316.280029
,,,,,15/09/06,0.003,1319.660034
,,,,,18/09/06,0.001,1321.180054
,,,,,19/09/06,-0.003,1317.640015
,,,,,20/09/06,0.006,1325.180054
,,,,,21/09/06,-0.005,1318.030029
,,,,,22/09/06,-0.002,1314.780029
,,,,,25/09/06,0.009,1326.369995
,,,,,26/09/06,0.008,1336.349976
,,,,,27/09/06,0,1336.589966
,,,,,28/09/06,0.002,1338.880005
,,,,,29/09/06,-0.002,1335.849976
,,,,,02/10/06,-0.003,1331.319946
,,,,,03/10/06,0.002,1334.109985
,,,,,04/10/06,0.012,1350.199951
,,,,,05/10/06,0.002,1353.219971
,,,,,06/10/06,-0.003,1349.589966
,,,,,09/10/06,0.001,1350.660034
,,,,,10/10/06,0.002,1353.420044
,,,,,11/10/06,-0.003,1349.949951
,,,,,12/10/06,0.01,1362.829956
,,,,,13/10/06,0.002,1365.619995
,,,,,16/10/06,0.003,1369.060059
,,,,,17/10/06,-0.004,1364.050049
,,,,,18/10/06,0.001,1365.800049
,,,,,19/10/06,0.001,1366.959961
,,,,,20/10/06,0.001,1368.599976
,,,,,23/10/06,0.006,1377.02002
,,,,,24/10/06,0,1377.380005
,,,,,25/10/06,0.004,1382.219971
,,,,,26/10/06,0.005,1389.079956
,,,,,27/10/06,-0.008,1377.339966
,,,,,30/10/06,0,1377.930054
,,,,,31/10/06,0,1377.939941
,,,,,01/11/06,-0.007,1367.810059
,,,,,02/11/06,0,1367.339966
,,,,,03/11/06,-0.002,1364.300049
,,,,,06/11/06,0.011,1379.780029
,,,,,07/11/06,0.002,1382.839966
,,,,,08/11/06,0.002,1385.719971
,,,,,09/11/06,-0.005,1378.329956
,,,,,10/11/06,0.002,1380.900024
,,,,,13/11/06,0.003,1384.420044
,,,,,14/11/06,0.006,1393.219971
,,,,,15/11/06,0.002,1396.569946
,,,,,16/11/06,0.002,1399.76001
,,,,,17/11/06,0.001,1401.199951
,,,,,20/11/06,0,1400.5
,,,,,21/11/06,0.002,1402.810059
,,,,,22/11/06,0.002,1406.089966
,,,,,24/11/06,-0.004,1400.949951
,,,,,27/11/06,-0.014,1381.959961
,,,,,28/11/06,0.003,1386.719971
,,,,,29/11/06,0.009,1399.47998
,,,,,30/11/06,0.001,1400.630005
,,,,,01/12/06,-0.003,1396.709961
,,,,,04/12/06,0.009,1409.119995
,,,,,05/12/06,0.004,1414.76001
,,,,,06/12/06,-0.001,1412.900024
,,,,,07/12/06,-0.004,1407.290039
,,,,,08/12/06,0.002,1409.839966
,,,,,11/12/06,0.002,1413.040039
,,,,,12/12/06,-0.001,1411.560059
,,,,,13/12/06,0.001,1413.209961
,,,,,14/12/06,0.009,1425.48999
,,,,,15/12/06,0.001,1427.089966
,,,,,18/12/06,-0.003,1422.47998
,,,,,19/12/06,0.002,1425.550049
,,,,,20/12/06,-0.001,1423.530029
,,,,,21/12/06,-0.004,1418.300049
,,,,,22/12/06,-0.005,1410.76001
,,,,,26/12/06,0.004,1416.900024
,,,,,27/12/06,0.007,1426.839966
,,,,,28/12/06,-0.001,1424.72998
,,,,,29/12/06,-0.005,1418.300049
,,,,,03/01/07,-0.001,1416.599976
,,,,,04/01/07,0.001,1418.339966
,,,,,05/01/07,-0.006,1409.709961
,,,,,08/01/07,0.002,1412.839966
,,,,,09/01/07,-0.001,1412.109985
,,,,,10/01/07,0.002,1414.849976
,,,,,11/01/07,0.006,1423.819946
,,,,,12/01/07,0.005,1430.72998
,,,,,16/01/07,0.001,1431.900024
,,,,,17/01/07,-0.001,1430.619995
,,,,,18/01/07,-0.003,1426.369995
,,,,,19/01/07,0.003,1430.5
,,,,,22/01/07,-0.005,1422.949951
,,,,,23/01/07,0.004,1427.98999
,,,,,24/01/07,0.009,1440.130005
,,,,,25/01/07,-0.011,1423.900024
,,,,,26/01/07,-0.001,1422.180054
,,,,,29/01/07,-0.001,1420.619995
,,,,,30/01/07,0.006,1428.819946
,,,,,31/01/07,0.007,1438.23999
,,,,,01/02/07,0.005,1445.939941
,,,,,02/02/07,0.002,1448.390015
,,,,,05/02/07,-0.001,1446.98999
,,,,,06/02/07,0.001,1448
,,,,,07/02/07,0.001,1450.02002
,,,,,08/02/07,-0.001,1448.310059
,,,,,09/02/07,-0.007,1438.060059
,,,,,12/02/07,-0.003,1433.369995
,,,,,13/02/07,0.008,1444.26001
,,,,,14/02/07,0.008,1455.300049
,,,,,15/02/07,0.001,1456.810059
,,,,,16/02/07,-0.001,1455.540039
,,,,,20/02/07,0.003,1459.680054
,,,,,21/02/07,-0.001,1457.630005
,,,,,22/02/07,-0.001,1456.380005
,,,,,23/02/07,-0.004,1451.189941
,,,,,26/02/07,-0.001,1449.369995
,,,,,27/02/07,-0.035,1399.040039
,,,,,28/02/07,0.006,1406.819946
,,,,,01/03/07,-0.003,1403.170044
,,,,,02/03/07,-0.011,1387.170044
,,,,,05/03/07,-0.009,1374.119995
,,,,,06/03/07,0.015,1395.410034
,,,,,07/03/07,-0.002,1391.969971
,,,,,08/03/07,0.007,1401.890015
,,,,,09/03/07,0.001,1402.839966
,,,,,12/03/07,0.003,1406.599976
,,,,,13/03/07,-0.02,1377.949951
,,,,,14/03/07,0.007,1387.170044
,,,,,15/03/07,0.004,1392.280029
,,,,,16/03/07,-0.004,1386.949951
,,,,,19/03/07,0.011,1402.060059
,,,,,20/03/07,0.006,1410.939941
,,,,,21/03/07,0.017,1435.040039
,,,,,22/03/07,0,1434.540039
,,,,,23/03/07,0.001,1436.109985
,,,,,26/03/07,0.001,1437.5
,,,,,27/03/07,-0.006,1428.609985
,,,,,28/03/07,-0.008,1417.22998
,,,,,29/03/07,0.004,1422.530029
,,,,,30/03/07,-0.001,1420.859985
,,,,,02/04/07,0.003,1424.550049
,,,,,03/04/07,0.009,1437.77002
,,,,,04/04/07,0.001,1439.369995
,,,,,05/04/07,0.003,1443.76001
,,,,,09/04/07,0.001,1444.609985
,,,,,10/04/07,0.003,1448.390015
,,,,,11/04/07,-0.007,1438.869995
,,,,,12/04/07,0.006,1447.800049
,,,,,13/04/07,0.003,1452.849976
,,,,,16/04/07,0.011,1468.329956
,,,,,17/04/07,0.002,1471.47998
,,,,,18/04/07,0.001,1472.5
,,,,,19/04/07,-0.001,1470.72998
,,,,,20/04/07,0.009,1484.349976
,,,,,23/04/07,-0.002,1480.930054
,,,,,24/04/07,0,1480.410034
,,,,,25/04/07,0.01,1495.420044
,,,,,26/04/07,-0.001,1494.25
,,,,,27/04/07,0,1494.069946
,,,,,30/04/07,-0.008,1482.369995
,,,,,01/05/07,0.003,1486.300049
