,Dates,Daily.Returns,Close,,Dates,Daily.Returns,Close
,,,,,19/11/99,-0.002,1422
,,,,,22/11/99,-0.001,1420.939941
,,,,,23/11/99,-0.011,1404.640015
,,,,,24/11/99,0.009,1417.079956
,,,,,26/11/99,0,1416.619995
,,,,,29/11/99,-0.006,1407.829956
,,,,,30/11/99,-0.013,1388.910034
,,,,,01/12/99,0.006,1397.719971
,,,,,02/12/99,0.008,1409.040039
,,,,,03/12/99,0.017,1433.300049
,,,,,06/12/99,-0.007,1423.329956
,,,,,07/12/99,-0.01,1409.170044
,,,,,08/12/99,-0.004,1403.880005
,,,,,09/12/99,0.003,1408.109985
,,,,,10/12/99,0.006,1417.040039
,,,,,13/12/99,-0.001,1415.219971
,,,,,14/12/99,-0.009,1403.170044
,,,,,15/12/99,0.007,1413.329956
,,,,,16/12/99,0.004,1418.780029
,,,,,17/12/99,0.002,1421.030029
,,,,,20/12/99,-0.002,1418.089966
,,,,,21/12/99,0.011,1433.430054
,,,,,22/12/99,0.002,1436.130005
,,,,,23/12/99,0.015,1458.339966
,,,,,27/12/99,-0.001,1457.099976
,,,,,28/12/99,0,1457.660034
,,,,,29/12/99,0.004,1463.459961
,,,,,30/12/99,0.001,1464.469971
,,,,,31/12/99,0.003,1469.25
,,,,,03/01/00,-0.01,1455.219971
,,,,,04/01/00,-0.038,1399.420044
,,,,,05/01/00,0.002,1402.109985
,,,,,06/01/00,0.001,1403.449951
,,,,,07/01/00,0.027,1441.469971
,,,,,10/01/00,0.011,1457.599976
,,,,,11/01/00,-0.013,1438.560059
,,,,,12/01/00,-0.004,1432.25
,,,,,13/01/00,0.012,1449.680054
,,,,,14/01/00,0.011,1465.150024
,,,,,18/01/00,-0.007,1455.140015
,,,,,19/01/00,0.001,1455.900024
,,,,,20/01/00,-0.007,1445.569946
,,,,,21/01/00,-0.003,1441.359985
,,,,,24/01/00,-0.028,1401.530029
,,,,,25/01/00,0.006,1410.030029
,,,,,26/01/00,-0.004,1404.089966
,,,,,27/01/00,-0.004,1398.560059
,,,,,28/01/00,-0.027,1360.160034
,,,,,31/01/00,0.025,1394.459961
,,,,,01/02/00,0.011,1409.280029
,,,,,02/02/00,0,1409.119995
,,,,,03/02/00,0.011,1424.969971
,,,,,04/02/00,0,1424.369995
,,,,,07/02/00,0,1424.23999
,,,,,08/02/00,0.012,1441.719971
,,,,,09/02/00,-0.021,1411.709961
,,,,,10/02/00,0.004,1416.829956
,,,,,11/02/00,-0.021,1387.119995
,,,,,14/02/00,0.002,1389.939941
,,,,,15/02/00,0.009,1402.050049
,,,,,16/02/00,-0.01,1387.670044
,,,,,17/02/00,0,1388.26001
,,,,,18/02/00,-0.03,1346.089966
,,,,,22/02/00,0.005,1352.170044
,,,,,23/02/00,0.006,1360.689941
,,,,,24/02/00,-0.005,1353.430054
,,,,,25/02/00,-0.015,1333.359985
,,,,,28/02/00,0.011,1348.050049
,,,,,29/02/00,0.014,1366.420044
,,,,,01/03/00,0.009,1379.189941
,,,,,02/03/00,0.002,1381.76001
,,,,,03/03/00,0.02,1409.170044
,,,,,06/03/00,-0.013,1391.280029
,,,,,07/03/00,-0.026,1355.619995
,,,,,08/03/00,0.008,1366.699951
,,,,,09/03/00,0.026,1401.689941
,,,,,10/03/00,-0.005,1395.069946
,,,,,13/03/00,-0.008,1383.619995
,,,,,14/03/00,-0.018,1359.150024
,,,,,15/03/00,0.024,1392.140015
,,,,,16/03/00,0.048,1458.469971
,,,,,17/03/00,0.004,1464.469971
,,,,,20/03/00,-0.005,1456.630005
,,,,,21/03/00,0.026,1493.869995
,,,,,22/03/00,0.005,1500.640015
,,,,,23/03/00,0.018,1527.349976
,,,,,24/03/00,0,1527.459961
,,,,,27/03/00,-0.002,1523.859985
,,,,,28/03/00,-0.011,1507.72998
,,,,,29/03/00,0.001,1508.52002
,,,,,30/03/00,-0.014,1487.920044
,,,,,31/03/00,0.007,1498.579956
,,,,,03/04/00,0.005,1505.969971
,,,,,04/04/00,-0.007,1494.72998
,,,,,05/04/00,-0.005,1487.369995
,,,,,06/04/00,0.009,1501.339966
,,,,,07/04/00,0.01,1516.349976
,,,,,10/04/00,-0.008,1504.459961
,,,,,11/04/00,-0.003,1500.589966
,,,,,12/04/00,-0.022,1467.170044
,,,,,13/04/00,-0.018,1440.51001
,,,,,14/04/00,-0.058,1356.560059
,,,,,17/04/00,0.033,1401.439941
,,,,,18/04/00,0.029,1441.609985
,,,,,19/04/00,-0.01,1427.469971
,,,,,20/04/00,0.005,1434.540039
,,,,,24/04/00,-0.003,1429.859985
,,,,,25/04/00,0.033,1477.439941
,,,,,26/04/00,-0.011,1460.98999
,,,,,27/04/00,0.003,1464.920044
,,,,,28/04/00,-0.009,1452.430054
,,,,,01/05/00,0.011,1468.25
,,,,,02/05/00,-0.015,1446.290039
,,,,,03/05/00,-0.022,1415.099976
,,,,,04/05/00,-0.004,1409.569946
,,,,,05/05/00,0.016,1432.630005
,,,,,08/05/00,-0.006,1424.170044
,,,,,09/05/00,-0.008,1412.140015
,,,,,10/05/00,-0.021,1383.050049
,,,,,11/05/00,0.018,1407.810059
,,,,,12/05/00,0.009,1420.959961
,,,,,15/05/00,0.022,1452.359985
,,,,,16/05/00,0.009,1466.040039
,,,,,17/05/00,-0.012,1447.800049
,,,,,18/05/00,-0.007,1437.209961
,,,,,19/05/00,-0.021,1406.949951
,,,,,22/05/00,-0.004,1400.719971
,,,,,23/05/00,-0.019,1373.859985
,,,,,24/05/00,0.018,1399.050049
,,,,,25/05/00,-0.013,1381.52002
,,,,,26/05/00,-0.003,1378.02002
,,,,,30/05/00,0.032,1422.449951
,,,,,31/05/00,-0.001,1420.599976
,,,,,01/06/00,0.02,1448.810059
,,,,,02/06/00,0.02,1477.26001
,,,,,05/06/00,-0.007,1467.630005
,,,,,06/06/00,-0.007,1457.839966
,,,,,07/06/00,0.009,1471.359985
,,,,,08/06/00,-0.007,1461.670044
,,,,,09/06/00,-0.003,1456.949951
,,,,,12/06/00,-0.008,1446
,,,,,13/06/00,0.016,1469.439941
,,,,,14/06/00,0.001,1470.540039
,,,,,15/06/00,0.006,1478.72998
,,,,,16/06/00,-0.01,1464.459961
,,,,,19/06/00,0.015,1486
,,,,,20/06/00,-0.007,1475.949951
,,,,,21/06/00,0.002,1479.130005
,,,,,22/06/00,-0.018,1452.180054
,,,,,23/06/00,-0.007,1441.47998
,,,,,26/06/00,0.01,1455.310059
,,,,,27/06/00,-0.003,1450.550049
,,,,,28/06/00,0.003,1454.819946
,,,,,29/06/00,-0.009,1442.390015
,,,,,30/06/00,0.008,1454.599976
,,,,,03/07/00,0.01,1469.540039
,,,,,05/07/00,-0.016,1446.22998
,,,,,06/07/00,0.007,1456.670044
,,,,,07/07/00,0.015,1478.900024
,,,,,10/07/00,-0.002,1475.619995
,,,,,11/07/00,0.004,1480.880005
,,,,,12/07/00,0.008,1492.920044
,,,,,13/07/00,0.002,1495.839966
,,,,,14/07/00,0.009,1509.97998
,,,,,17/07/00,0,1510.48999
,,,,,18/07/00,-0.011,1493.73999
,,,,,19/07/00,-0.008,1481.959961
,,,,,20/07/00,0.009,1495.569946
,,,,,21/07/00,-0.01,1480.189941
,,,,,24/07/00,-0.011,1464.290039
,,,,,25/07/00,0.007,1474.469971
,,,,,26/07/00,-0.015,1452.420044
,,,,,27/07/00,-0.002,1449.619995
,,,,,28/07/00,-0.021,1419.890015
,,,,,31/07/00,0.008,1430.829956
,,,,,01/08/00,0.005,1438.099976
,,,,,02/08/00,0,1438.699951
,,,,,03/08/00,0.01,1452.560059
,,,,,04/08/00,0.007,1462.930054
,,,,,07/08/00,0.011,1479.319946
,,,,,08/08/00,0.002,1482.800049
,,,,,09/08/00,-0.007,1472.869995
,,,,,10/08/00,-0.009,1460.25
,,,,,11/08/00,0.008,1471.839966
,,,,,14/08/00,0.013,1491.560059
,,,,,15/08/00,-0.005,1484.430054
,,,,,16/08/00,-0.003,1479.849976
,,,,,17/08/00,0.011,1496.069946
,,,,,18/08/00,-0.003,1491.719971
,,,,,21/08/00,0.005,1499.47998
,,,,,22/08/00,-0.001,1498.130005
,,,,,23/08/00,0.005,1505.969971
,,,,,24/08/00,0.002,1508.310059
,,,,,25/08/00,-0.001,1506.449951
,,,,,28/08/00,0.005,1514.089966
,,,,,29/08/00,-0.003,1509.839966
,,,,,30/08/00,-0.005,1502.589966
,,,,,31/08/00,0.01,1517.680054
,,,,,01/09/00,0.002,1520.77002
,,,,,05/09/00,-0.009,1507.079956
,,,,,06/09/00,-0.01,1492.25
,,,,,07/09/00,0.007,1502.51001
,,,,,08/09/00,-0.005,1494.5
,,,,,11/09/00,-0.004,1489.26001
,,,,,12/09/00,-0.005,1481.98999
,,,,,13/09/00,0.002,1484.910034
,,,,,14/09/00,-0.003,1480.869995
,,,,,15/09/00,-0.01,1465.810059
,,,,,18/09/00,-0.015,1444.51001
,,,,,19/09/00,0.011,1459.900024
,,,,,20/09/00,-0.006,1451.339966
,,,,,21/09/00,-0.002,1449.050049
,,,,,22/09/00,0,1448.719971
,,,,,25/09/00,-0.007,1439.030029
,,,,,26/09/00,-0.008,1427.209961
,,,,,27/09/00,0,1426.569946
,,,,,28/09/00,0.022,1458.290039
,,,,,29/09/00,-0.015,1436.51001
,,,,,02/10/00,0,1436.22998
,,,,,03/10/00,-0.007,1426.459961
,,,,,04/10/00,0.006,1434.319946
,,,,,05/10/00,0.001,1436.280029
,,,,,06/10/00,-0.019,1408.98999
,,,,,09/10/00,-0.005,1402.030029
,,,,,10/10/00,-0.011,1387.02002
,,,,,11/10/00,-0.016,1364.589966
,,,,,12/10/00,-0.026,1329.780029
,,,,,13/10/00,0.033,1374.170044
,,,,,16/10/00,0,1374.619995
,,,,,17/10/00,-0.018,1349.969971
,,,,,18/10/00,-0.006,1342.130005
,,,,,19/10/00,0.035,1388.76001
,,,,,20/10/00,0.006,1396.930054
,,,,,23/10/00,-0.001,1395.780029
,,,,,24/10/00,0.002,1398.130005
,,,,,25/10/00,-0.024,1364.900024
,,,,,26/10/00,0,1364.439941
,,,,,27/10/00,0.011,1379.579956
,,,,,30/10/00,0.014,1398.660034
,,,,,31/10/00,0.022,1429.400024
,,,,,01/11/00,-0.006,1421.219971
,,,,,02/11/00,0.005,1428.319946
,,,,,03/11/00,-0.001,1426.689941
,,,,,06/11/00,0.004,1432.189941
,,,,,07/11/00,0,1431.869995
,,,,,08/11/00,-0.016,1409.280029
,,,,,09/11/00,-0.006,1400.140015
,,,,,10/11/00,-0.024,1365.97998
,,,,,13/11/00,-0.011,1351.26001
,,,,,14/11/00,0.023,1382.949951
,,,,,15/11/00,0.005,1389.810059
,,,,,16/11/00,-0.013,1372.319946
,,,,,17/11/00,-0.003,1367.719971
,,,,,20/11/00,-0.018,1342.619995
,,,,,21/11/00,0.004,1347.349976
,,,,,22/11/00,-0.019,1322.359985
,,,,,24/11/00,0.015,1341.77002
,,,,,27/11/00,0.005,1348.969971
,,,,,28/11/00,-0.01,1336.089966
,,,,,29/11/00,0.004,1341.930054
,,,,,30/11/00,-0.02,1314.949951
,,,,,01/12/00,0,1315.22998
,,,,,04/12/00,0.007,1324.969971
,,,,,05/12/00,0.039,1376.540039
,,,,,06/12/00,-0.018,1351.459961
,,,,,07/12/00,-0.006,1343.550049
,,,,,08/12/00,0.02,1369.890015
,,,,,11/12/00,0.008,1380.199951
,,,,,12/12/00,-0.007,1371.180054
,,,,,13/12/00,-0.008,1359.98999
,,,,,14/12/00,-0.014,1340.930054
,,,,,15/12/00,-0.021,1312.150024
,,,,,18/12/00,0.008,1322.73999
,,,,,19/12/00,-0.013,1305.599976
,,,,,20/12/00,-0.031,1264.73999
,,,,,21/12/00,0.008,1274.859985
,,,,,22/12/00,0.024,1305.949951
,,,,,26/12/00,0.007,1315.189941
,,,,,27/12/00,0.01,1328.920044
,,,,,28/12/00,0.004,1334.219971
,,,,,29/12/00,-0.01,1320.280029
,,,,,02/01/01,-0.028,1283.27002
,,,,,03/01/01,0.05,1347.560059
,,,,,04/01/01,-0.011,1333.339966
,,,,,05/01/01,-0.026,1298.349976
,,,,,08/01/01,-0.002,1295.859985
,,,,,09/01/01,0.004,1300.800049
,,,,,10/01/01,0.01,1313.27002
,,,,,11/01/01,0.01,1326.819946
,,,,,12/01/01,-0.006,1318.550049
,,,,,16/01/01,0.006,1326.650024
,,,,,17/01/01,0.002,1329.469971
,,,,,18/01/01,0.014,1347.969971
,,,,,19/01/01,-0.004,1342.540039
,,,,,22/01/01,0,1342.900024
,,,,,23/01/01,0.013,1360.400024
,,,,,24/01/01,0.003,1364.300049
,,,,,25/01/01,-0.005,1357.51001
,,,,,26/01/01,-0.002,1354.949951
,,,,,29/01/01,0.007,1364.170044
,,,,,30/01/01,0.007,1373.72998
,,,,,31/01/01,-0.006,1366.01001
,,,,,01/02/01,0.005,1373.469971
,,,,,02/02/01,-0.017,1349.469971
,,,,,05/02/01,0.004,1354.310059
,,,,,06/02/01,-0.002,1352.26001
,,,,,07/02/01,-0.008,1340.890015
,,,,,08/02/01,-0.006,1332.530029
,,,,,09/02/01,-0.013,1314.76001
,,,,,12/02/01,0.012,1330.310059
,,,,,13/02/01,-0.009,1318.800049
,,,,,14/02/01,-0.002,1315.920044
,,,,,15/02/01,0.008,1326.609985
,,,,,16/02/01,-0.019,1301.530029
,,,,,20/02/01,-0.017,1278.939941
,,,,,21/02/01,-0.019,1255.27002
,,,,,22/02/01,-0.002,1252.819946
,,,,,23/02/01,-0.006,1245.859985
,,,,,26/02/01,0.017,1267.650024
,,,,,27/02/01,-0.008,1257.939941
,,,,,28/02/01,-0.014,1239.939941
,,,,,01/03/01,0.001,1241.22998
,,,,,02/03/01,-0.006,1234.180054
,,,,,05/03/01,0.006,1241.410034
,,,,,06/03/01,0.01,1253.800049
,,,,,07/03/01,0.006,1261.890015
,,,,,08/03/01,0.002,1264.73999
,,,,,09/03/01,-0.025,1233.420044
,,,,,12/03/01,-0.043,1180.160034
,,,,,13/03/01,0.015,1197.660034
,,,,,14/03/01,-0.026,1166.709961
,,,,,15/03/01,0.006,1173.560059
,,,,,16/03/01,-0.02,1150.530029
,,,,,19/03/01,0.018,1170.810059
,,,,,20/03/01,-0.024,1142.619995
,,,,,21/03/01,-0.018,1122.140015
,,,,,22/03/01,-0.004,1117.579956
,,,,,23/03/01,0.02,1139.829956
,,,,,26/03/01,0.011,1152.689941
,,,,,27/03/01,0.026,1182.170044
,,,,,28/03/01,-0.024,1153.290039
,,,,,29/03/01,-0.005,1147.949951
,,,,,30/03/01,0.011,1160.329956
,,,,,02/04/01,-0.012,1145.869995
,,,,,03/04/01,-0.034,1106.459961
,,,,,04/04/01,-0.003,1103.25
,,,,,05/04/01,0.044,1151.439941
,,,,,06/04/01,-0.02,1128.430054
,,,,,09/04/01,0.008,1137.589966
,,,,,10/04/01,0.027,1168.380005
,,,,,11/04/01,-0.002,1165.890015
,,,,,12/04/01,0.015,1183.5
,,,,,16/04/01,-0.003,1179.680054
,,,,,17/04/01,0.01,1191.810059
,,,,,18/04/01,0.039,1238.160034
,,,,,19/04/01,0.013,1253.689941
,,,,,20/04/01,-0.009,1242.97998
,,,,,23/04/01,-0.015,1224.359985
,,,,,24/04/01,-0.012,1209.469971
,,,,,25/04/01,0.016,1228.75
,,,,,26/04/01,0.005,1234.52002
,,,,,27/04/01,0.015,1253.050049
,,,,,30/04/01,-0.003,1249.459961
,,,,,01/05/01,0.014,1266.439941
,,,,,02/05/01,0.001,1267.430054
,,,,,03/05/01,-0.015,1248.579956
,,,,,04/05/01,0.014,1266.609985
,,,,,07/05/01,-0.002,1263.51001
,,,,,08/05/01,-0.002,1261.199951
,,,,,09/05/01,-0.004,1255.540039
,,,,,10/05/01,0,1255.180054
,,,,,11/05/01,-0.008,1245.670044
,,,,,14/05/01,0.003,1248.920044
,,,,,15/05/01,0,1249.439941
,,,,,16/05/01,0.028,1284.98999
,,,,,17/05/01,0.003,1288.48999
,,,,,18/05/01,0.003,1291.959961
,,,,,21/05/01,0.016,1312.829956
,,,,,22/05/01,-0.003,1309.380005
,,,,,23/05/01,-0.016,1289.050049
,,,,,24/05/01,0.003,1293.170044
,,,,,25/05/01,-0.012,1277.890015
,,,,,29/05/01,-0.008,1267.930054
,,,,,30/05/01,-0.016,1248.079956
,,,,,31/05/01,0.006,1255.819946
,,,,,01/06/01,0.004,1260.670044
,,,,,04/06/01,0.005,1267.109985
,,,,,05/06/01,0.013,1283.569946
,,,,,06/06/01,-0.011,1270.030029
,,,,,07/06/01,0.005,1276.959961
,,,,,08/06/01,-0.009,1264.959961
,,,,,11/06/01,-0.008,1254.390015
,,,,,12/06/01,0.001,1255.849976
,,,,,13/06/01,-0.011,1241.599976
,,,,,14/06/01,-0.018,1219.869995
,,,,,15/06/01,-0.005,1214.359985
,,,,,18/06/01,-0.005,1208.430054
,,,,,19/06/01,0.003,1212.579956
,,,,,20/06/01,0.009,1223.140015
,,,,,21/06/01,0.011,1237.040039
,,,,,22/06/01,-0.009,1225.349976
,,,,,25/06/01,-0.006,1218.599976
,,,,,26/06/01,-0.002,1216.76001
,,,,,27/06/01,-0.005,1211.069946
,,,,,28/06/01,0.012,1226.199951
,,,,,29/06/01,-0.001,1224.380005
,,,,,02/07/01,0.01,1236.719971
,,,,,03/07/01,-0.002,1234.449951
,,,,,05/07/01,-0.012,1219.23999
,,,,,06/07/01,-0.023,1190.589966
,,,,,09/07/01,0.007,1198.780029
,,,,,10/07/01,-0.014,1181.52002
,,,,,11/07/01,-0.001,1180.180054
,,,,,12/07/01,0.024,1208.140015
,,,,,13/07/01,0.006,1215.680054
,,,,,16/07/01,-0.011,1202.449951
,,,,,17/07/01,0.01,1214.439941
,,,,,18/07/01,-0.006,1207.709961
,,,,,19/07/01,0.006,1215.02002
,,,,,20/07/01,-0.003,1210.849976
,,,,,23/07/01,-0.016,1191.030029
,,,,,24/07/01,-0.016,1171.650024
,,,,,25/07/01,0.016,1190.48999
,,,,,26/07/01,0.01,1202.930054
,,,,,27/07/01,0.002,1205.819946
,,,,,30/07/01,-0.001,1204.52002
,,,,,31/07/01,0.006,1211.22998
,,,,,01/08/01,0.004,1215.930054
,,,,,02/08/01,0.004,1220.75
,,,,,03/08/01,-0.005,1214.349976
,,,,,06/08/01,-0.011,1200.47998
,,,,,07/08/01,0.003,1204.400024
,,,,,08/08/01,-0.017,1183.530029
,,,,,09/08/01,0,1183.430054
,,,,,10/08/01,0.006,1190.160034
,,,,,13/08/01,0.001,1191.290039
,,,,,14/08/01,-0.004,1186.72998
,,,,,15/08/01,-0.007,1178.02002
,,,,,16/08/01,0.003,1181.660034
,,,,,17/08/01,-0.017,1161.969971
,,,,,20/08/01,0.008,1171.410034
,,,,,21/08/01,-0.012,1157.26001
,,,,,22/08/01,0.007,1165.310059
,,,,,23/08/01,-0.003,1162.089966
,,,,,24/08/01,0.02,1184.930054
,,,,,27/08/01,-0.005,1179.209961
,,,,,28/08/01,-0.015,1161.51001
,,,,,29/08/01,-0.011,1148.560059
,,,,,30/08/01,-0.017,1129.030029
,,,,,31/08/01,0.004,1133.579956
,,,,,04/09/01,-0.001,1132.939941
,,,,,05/09/01,-0.001,1131.73999
,,,,,06/09/01,-0.022,1106.400024
,,,,,07/09/01,-0.019,1085.780029
,,,,,10/09/01,0.006,1092.540039
,,,,,17/09/01,-0.049,1038.77002
,,,,,18/09/01,-0.006,1032.73999
,,,,,19/09/01,-0.016,1016.099976
,,,,,20/09/01,-0.031,984.539978
,,,,,21/09/01,-0.019,965.799988
,,,,,24/09/01,0.039,1003.450012
,,,,,25/09/01,0.009,1012.27002
,,,,,26/09/01,-0.005,1007.039978
,,,,,27/09/01,0.011,1018.609985
,,,,,28/09/01,0.022,1040.939941
,,,,,01/10/01,-0.002,1038.550049
,,,,,02/10/01,0.012,1051.329956
,,,,,03/10/01,0.02,1072.280029
,,,,,04/10/01,-0.002,1069.630005
,,,,,05/10/01,0.002,1071.380005
,,,,,08/10/01,-0.008,1062.439941
,,,,,09/10/01,-0.005,1056.75
,,,,,10/10/01,0.023,1080.98999
,,,,,11/10/01,0.015,1097.430054
,,,,,12/10/01,-0.005,1091.650024
,,,,,15/10/01,-0.002,1089.97998
,,,,,16/10/01,0.007,1097.540039
,,,,,17/10/01,-0.019,1077.089966
,,,,,18/10/01,-0.008,1068.609985
,,,,,19/10/01,0.005,1073.47998
,,,,,22/10/01,0.015,1089.900024
,,,,,23/10/01,-0.005,1084.780029
,,,,,24/10/01,0,1085.199951
,,,,,25/10/01,0.014,1100.089966
,,,,,26/10/01,0.004,1104.609985
,,,,,29/10/01,-0.024,1078.300049
,,,,,30/10/01,-0.017,1059.790039
,,,,,31/10/01,0,1059.780029
,,,,,01/11/01,0.023,1084.099976
,,,,,02/11/01,0.003,1087.199951
,,,,,05/11/01,0.014,1102.839966
,,,,,06/11/01,0.015,1118.859985
,,,,,07/11/01,-0.003,1115.800049
,,,,,08/11/01,0.002,1118.540039
,,,,,09/11/01,0.002,1120.310059
,,,,,12/11/01,-0.002,1118.329956
,,,,,13/11/01,0.019,1139.089966
,,,,,14/11/01,0.002,1141.209961
,,,,,15/11/01,0.001,1142.23999
,,,,,16/11/01,-0.003,1138.650024
,,,,,19/11/01,0.011,1151.060059
,,,,,20/11/01,-0.007,1142.660034
,,,,,21/11/01,-0.005,1137.030029
,,,,,23/11/01,0.012,1150.339966
,,,,,26/11/01,0.006,1157.420044
,,,,,27/11/01,-0.007,1149.5
,,,,,28/11/01,-0.018,1128.52002
,,,,,29/11/01,0.01,1140.199951
,,,,,30/11/01,-0.001,1139.449951
,,,,,03/12/01,-0.008,1129.900024
,,,,,04/12/01,0.013,1144.800049
,,,,,05/12/01,0.022,1170.349976
,,,,,06/12/01,-0.003,1167.099976
,,,,,07/12/01,-0.008,1158.310059
,,,,,10/12/01,-0.016,1139.930054
,,,,,11/12/01,-0.003,1136.76001
,,,,,12/12/01,0,1137.069946
,,,,,13/12/01,-0.016,1119.380005
,,,,,14/12/01,0.003,1123.089966
,,,,,17/12/01,0.01,1134.359985
,,,,,18/12/01,0.008,1142.920044
,,,,,19/12/01,0.006,1149.560059
,,,,,20/12/01,-0.008,1139.930054
,,,,,21/12/01,0.004,1144.890015
,,,,,24/12/01,0,1144.650024
,,,,,26/12/01,0.004,1149.369995
,,,,,27/12/01,0.007,1157.130005
,,,,,28/12/01,0.003,1161.02002
,,,,,31/12/01,-0.011,1148.079956
,,,,,02/01/02,0.006,1154.670044
,,,,,03/01/02,0.009,1165.27002
,,,,,04/01/02,0.006,1172.51001
,,,,,07/01/02,-0.006,1164.890015
,,,,,08/01/02,-0.004,1160.709961
,,,,,09/01/02,-0.005,1155.140015
,,,,,10/01/02,0.001,1156.550049
,,,,,11/01/02,-0.009,1145.599976
,,,,,14/01/02,-0.006,1138.410034
,,,,,15/01/02,0.007,1146.189941
,,,,,16/01/02,-0.016,1127.569946
,,,,,17/01/02,0.01,1138.880005
,,,,,18/01/02,-0.01,1127.579956
,,,,,22/01/02,-0.007,1119.310059
,,,,,23/01/02,0.008,1128.180054
,,,,,24/01/02,0.004,1132.150024
,,,,,25/01/02,0.001,1133.280029
,,,,,28/01/02,0,1133.060059
,,,,,29/01/02,-0.029,1100.640015
,,,,,30/01/02,0.012,1113.569946
,,,,,31/01/02,0.015,1130.199951
,,,,,01/02/02,-0.007,1122.199951
,,,,,04/02/02,-0.025,1094.439941
,,,,,05/02/02,-0.004,1090.02002
,,,,,06/02/02,-0.006,1083.51001
,,,,,07/02/02,-0.003,1080.170044
,,,,,08/02/02,0.015,1096.219971
,,,,,11/02/02,0.014,1111.939941
,,,,,12/02/02,-0.004,1107.5
,,,,,13/02/02,0.01,1118.51001
,,,,,14/02/02,-0.002,1116.47998
,,,,,15/02/02,-0.011,1104.180054
,,,,,19/02/02,-0.019,1083.339966
,,,,,20/02/02,0.014,1097.97998
,,,,,21/02/02,-0.016,1080.949951
,,,,,22/02/02,0.008,1089.839966
,,,,,25/02/02,0.018,1109.430054
,,,,,26/02/02,0,1109.380005
,,,,,27/02/02,0,1109.890015
,,,,,28/02/02,-0.003,1106.72998
,,,,,01/03/02,0.023,1131.780029
,,,,,04/03/02,0.019,1153.839966
,,,,,05/03/02,-0.007,1146.140015
,,,,,06/03/02,0.015,1162.77002
,,,,,07/03/02,-0.004,1157.540039
,,,,,08/03/02,0.006,1164.310059
,,,,,11/03/02,0.003,1168.26001
,,,,,12/03/02,-0.002,1165.579956
,,,,,13/03/02,-0.01,1154.089966
,,,,,14/03/02,-0.001,1153.040039
,,,,,15/03/02,0.011,1166.160034
,,,,,18/03/02,-0.001,1165.550049
,,,,,19/03/02,0.004,1170.290039
,,,,,20/03/02,-0.016,1151.849976
,,,,,21/03/02,0.002,1153.589966
,,,,,22/03/02,-0.004,1148.699951
,,,,,25/03/02,-0.015,1131.869995
,,,,,26/03/02,0.006,1138.48999
,,,,,27/03/02,0.005,1144.579956
,,,,,28/03/02,0.002,1147.390015
,,,,,01/04/02,-0.001,1146.540039
,,,,,02/04/02,-0.009,1136.76001
,,,,,03/04/02,-0.01,1125.400024
,,,,,04/04/02,0.001,1126.339966
,,,,,05/04/02,-0.003,1122.72998
,,,,,08/04/02,0.002,1125.290039
,,,,,09/04/02,-0.007,1117.800049
,,,,,10/04/02,0.011,1130.469971
,,,,,11/04/02,-0.024,1103.689941
,,,,,12/04/02,0.007,1111.01001
,,,,,15/04/02,-0.008,1102.550049
,,,,,16/04/02,0.023,1128.369995
,,,,,17/04/02,-0.002,1126.069946
,,,,,18/04/02,-0.001,1124.469971
,,,,,19/04/02,0.001,1125.170044
,,,,,22/04/02,-0.015,1107.829956
,,,,,23/04/02,-0.006,1100.959961
,,,,,24/04/02,-0.007,1093.140015
,,,,,25/04/02,-0.002,1091.47998
,,,,,26/04/02,-0.014,1076.319946
,,,,,29/04/02,-0.01,1065.449951
,,,,,30/04/02,0.011,1076.920044
,,,,,01/05/02,0.009,1086.459961
,,,,,02/05/02,-0.002,1084.560059
,,,,,03/05/02,-0.01,1073.430054
,,,,,06/05/02,-0.019,1052.670044
,,,,,07/05/02,-0.003,1049.48999
,,,,,08/05/02,0.038,1088.849976
,,,,,09/05/02,-0.015,1073.01001
,,,,,10/05/02,-0.017,1054.98999
,,,,,13/05/02,0.019,1074.560059
,,,,,14/05/02,0.021,1097.280029
,,,,,15/05/02,-0.006,1091.069946
,,,,,16/05/02,0.007,1098.22998
,,,,,17/05/02,0.008,1106.589966
,,,,,20/05/02,-0.013,1091.880005
,,,,,21/05/02,-0.011,1079.880005
,,,,,22/05/02,0.006,1086.02002
,,,,,23/05/02,0.01,1097.079956
,,,,,24/05/02,-0.012,1083.819946
,,,,,28/05/02,-0.009,1074.550049
,,,,,29/05/02,-0.006,1067.660034
,,,,,30/05/02,-0.003,1064.660034
,,,,,31/05/02,0.002,1067.140015
,,,,,03/06/02,-0.025,1040.680054
,,,,,04/06/02,0,1040.689941
,,,,,05/06/02,0.009,1049.900024
,,,,,06/06/02,-0.02,1029.150024
,,,,,07/06/02,-0.002,1027.530029
,,,,,10/06/02,0.003,1030.73999
,,,,,11/06/02,-0.017,1013.599976
,,,,,12/06/02,0.007,1020.26001
,,,,,13/06/02,-0.01,1009.559998
,,,,,14/06/02,-0.002,1007.27002
,,,,,17/06/02,0.029,1036.170044
,,,,,18/06/02,0.001,1037.140015
,,,,,19/06/02,-0.017,1019.98999
,,,,,20/06/02,-0.013,1006.289978
,,,,,21/06/02,-0.017,989.140015
,,,,,24/06/02,0.004,992.719971
,,,,,25/06/02,-0.017,976.140015
,,,,,26/06/02,-0.003,973.530029
,,,,,27/06/02,0.018,990.640015
,,,,,28/06/02,-0.001,989.820007
